TEMP	HUMID	SOLAR	WIND	!WBHW 
64.9	0.011784	0.5	9.43	1.6
64.8	0.0132	0.6	8.91	1.7
64.2	0.0129	0.6	8.73	1.8
64.7	0.0132	0.6	8.66	1.9
64.8	0.0132	0.6	5.51	1.7
64.7	0.0132	0.9	10.38	1.9
65.2	0.0133	26.5	7.61	1.7
66.1	0.0136	124.3	3.93	1.7
68	0.0132	261	9.91	1.5
71.1	0.0128	319.1	11.63	1.6
72.9	0.0117	346.9	13.27	1.4
75	0.0112	487.5	9.68	1.5
76.2	0.0106	399.1	8.14	1.4
78	0.0097	478.2	6.21	1.4
79	0.0085	254.9	5.28	1.2
78.7	0.0084	116.5	3.86	1.3
76.2	0.009	5.6	3.63	1.3
73.2	0.0094	0.1	1.24	1.4
71.5	0.0094	0.4	1.03	1.4
70	0.0096	0.5	1.36	1.6
67.8	0.009	0.5	4.72	1.5
65	0.0047	0.7	10.77	1.6
62.5	0.0031	0.7	11.5	2.1
60.1	0.0026	1.1	13.69	2.1
58.2	0.0026	1.2	12.6	2.4
56.6	0.0027	1.4	11.62	2.4
54.6	0.0028	1.5	9.97	2.6
53.1	0.0029	1.6	10.17	2.9
52	0.0027	1.6	10.58	2.9
50.1	0.003	1.8	10.44	3.2
48.4	0.003	42.8	11.47	3
48	0.0027	206.1	13	2.4
48.3	0.0024	382.5	14.74	2.3
49.3	0.0022	529.4	15.16	2.1
51.1	0.002	623.6	14.33	2.3
53	0.002	630.5	13.08	2
53.6	0.002	350.8	11.24	2.2
54.1	0.002	298.1	11.61	2.3
54.3	0.0021	118	11.52	2.5
52.9	0.0024	35	13.15	2.5
51.8	0.0025	2.8	12.25	2.6
50.4	0.0025	1.6	11.78	2.9
49.9	0.0025	1.7	12.19	3
48.9	0.0027	1.8	12.34	2.9
47.3	0.0028	1.8	13.31	3.3
45.7	0.0027	2	13.74	3.3
45	0.0026	2.2	12.38	3.1
44.4	0.0026	2.2	11.59	3.3
43.7	0.0024	2.2	11.37	3.5
43.8	0.002	2.2	9.43	3.5
43.7	0.0016	2.3	9.51	3.6
43.5	0.0014	2.3	9.9	3.8
43.4	0.0014	2.3	9.95	3.8
43.1	0.0015	2.5	8.32	3.8
42.9	0.0016	21.9	6.94	3.7
42.8	0.0015	95.3	8.13	3.5
43.7	0.0014	125.1	9.07	3.5
44	0.0012	133.6	9.37	3.3
45.2	0.0011	220.3	9.48	3.5
46.6	0.0011	277.6	9.99	3
48.1	0.001	252.5	11.18	3
50.3	0.0008	416.7	11.24	2.8
50.4	0.0009	157	11.31	3.1
50	0.001	63.8	8.48	3
49.4	0.0011	5.5	5.43	2.5
48.2	0.0011	1.8	6.25	3.1
47.3	0.0013	1.8	4.66	2.9
46	0.0014	2	4.57	3.1
44.7	0.0014	2.2	3.48	3
44.4	0.0015	2.2	3.08	3.1
44.2	0.0016	2.2	2.46	3
43.8	0.0017	2.2	2.53	3.3
43.7	0.0017	2.2	3	3.3
43.6	0.0019	2.3	4.43	3.5
42.6	0.0021	2.3	4.4	3.4
42.3	0.0022	2.3	4.35	3.4
42.5	0.0021	2.3	2.58	3.3
42.4	0.0023	2.5	1.9	3.7
43.2	0.0025	11.1	1.18	3.3
43.2	0.0031	31.1	2.31	3
42.9	0.0038	48.7	1.99	3
42	0.0039	119.5	4.09	2.9
42.7	0.0038	153.6	1.93	2.8
43.4	0.0037	184.9	1.69	2.9
44	0.0035	135.8	3.93	2.9
44.1	0.0034	74.3	5.47	3
44.4	0.0035	71.6	5.5	3.2
43.9	0.0038	19.9	3.65	2.5
42.8	0.0043	3.6	2.82	3.1
42.6	0.0043	2.3	1.94	2.9
42.6	0.0042	2.2	1.64	3.1
42.7	0.0043	2.2	1.99	3
42.7	0.0047	2.2	4.11	3.2
42.7	0.0049	2.2	2.05	3.1
42.8	0.0048	2.2	1.58	3
42.9	0.0047	2.2	1.05	3.1
42.7	0.0047	2.2	0.7	3
42.9	0.0047	2.2	1.76	3.2
42.8	0.0047	2.2	1.07	3.2
43	0.0045	2.2	0.15	3.2
43.2	0.0043	2.2	0.15	3.2
43	0.0047	2.3	0.07	3.2
42.6	0.0051	19.2	0.89	3.2
43.5	0.0046	87.5	0.78	3
44.9	0.0039	191	1.04	2.8
46.6	0.003	196.1	0.2	2.8
47.6	0.0029	192.9	1.06	2.7
48	0.0026	166.8	1.29	2.4
48.5	0.0025	156.1	0.31	2.4
48.5	0.0025	99	1.1	2.6
48.5	0.0027	58.7	1.32	2.5
48.6	0.0026	26.2	2.04	2.5
48.2	0.0026	3.7	2.23	2.7
48.3	0.0027	1.8	1.25	2.6
47.9	0.0029	1.8	1.2	2.9
48.1	0.003	1.8	1.33	2.7
47.9	0.0031	1.8	0.06	2.8
48	0.0037	1.7	1.26	3.1
46	0.0049	2	2.36	3.6
44.2	0.0052	2	3.24	2.8
44	0.005	2.1	3.93	3.5
43.4	0.005	2.2	5.65	3.4
43.1	0.0054	2.3	3.82	3.2
43.4	0.0055	2.2	4.02	3
43.5	0.0055	2.1	3.52	3
43.2	0.0057	2.2	4.2	3.2
43.4	0.0056	13.3	3.41	3.1
44.4	0.0057	64.6	3.1	3.1
46.4	0.0055	181.7	3.73	2.9
48.8	0.005	216.8	4.83	3.4
49.4	0.0045	200.7	6.45	3.1
50.4	0.0042	195.6	4.09	2.6
51.6	0.0038	168.3	6.13	3.1
52.8	0.0032	133.4	5.93	3.2
53.4	0.003	79.9	5.06	2.8
53.3	0.003	34.3	4.63	2.8
52.7	0.0031	3.8	0.95	2.8
52.3	0.0032	1.7	1.7	3.3
51.3	0.0034	1.6	4.21	3.3
50.5	0.0038	1.7	4.6	3.4
51.3	0.0036	1.7	6.6	3.1
52.3	0.0029	1.7	9.79	3.2
51.8	0.0022	1.7	10.25	3.1
51.1	0.0018	1.8	9.36	3.2
49.4	0.0017	1.8	9.79	3.3
48	0.0016	2	11.72	3.3
46.5	0.0015	2.2	10.11	3.4
44.7	0.0015	2.2	9.97	3.4
43.3	0.0016	2.3	8.86	3.4
41.3	0.0017	2.7	11.2	3.6
39	0.0019	28.7	9.89	3.5
39.6	0.0016	241	10.86	3
42.1	0.0011	402.5	9.06	3
43.9	0.001	532.4	9.22	2.8
46.4	0.0008	550.4	9.29	3.5
50	0.0003	602.2	9.29	2.8
52.5	0.002816	631.9	8.29	2.7
53.3	0	521.1	9.48	3.1
53.6	0.00322	306.4	8.01	3.3
52.3	0.0001	81.4	5.86	2.6
50.1	0.0003	4.7	4.22	2.9
47.8	0.0005	2.1	3.8	3.1
47.3	0.0006	2.3	2.58	3.4
46.4	0.0006	2.3	2.99	3
45.1	0.0007	2.5	1.37	3.4
44.7	0.0008	2.6	0.85	3.8
43.6	0.001	2.6	0.22	3.8
41.4	0.0012	2.6	1.47	3.8
41.5	0.0012	2.7	0.24	3.3
44.2	0.0007	2.6	1.49	3.8
43.6	0.0008	2.6	1.56	3.9
41	0.0015	2.6	2.38	3.7
38.7	0.0019	2.8	4.06	4.4
38.1	0.0017	3.1	6.82	3.6
40	0.0017	40.4	1.66	3.9
41.9	0.0018	209.5	1.96	2.8
46.8	0.0017	386.9	5.31	2.9
51.1	0.0014	535.3	7.48	2.8
55.7	0.0013	629	7.95	2.4
58.7	0.0013	654.9	7.43	2.5
60.1	0.0012	610.9	8.97	2.3
62	0.0011	504.6	9.87	2.2
63	0.0013	344	8.17	2.2
62.6	0.0015	157.5	6.14	2.4
60.3	0.0017	12.6	7.45	2.3
57.3	0.0021	1.2	7.97	2.9
55.3	0.0023	1.5	8.8	2.9
53.1	0.0028	1.6	9.59	2.9
53	0.0034	1.7	6.8	2.4
52.1	0.0033	1.8	2.81	3.1
49.6	0.0032	1.8	8.5	3.3
49.1	0.0034	2	5.45	2.4
48.9	0.0031	2	10.15	3.1
48.3	0.0033	2.1	5.84	3.3
47.4	0.0037	2.2	5.85	3.4
46.6	0.0035	2.1	5.11	2.9
45.9	0.0033	2.1	10.27	3
46.3	0.0035	2.2	5.13	3.2
47.1	0.0038	37	7.85	3.5
48.4	0.0036	197.8	8.91	2.4
53.4	0.0037	371.3	8.14	2.5
58.8	0.0043	515.3	13.62	2.2
62.7	0.0046	607.5	10.24	2.2
65.5	0.0049	633.9	10.05	2
66.7	0.0051	593.4	11.51	2.1
67.8	0.0057	488	9.12	1.7
68.1	0.0061	332.8	9.86	1.9
67.6	0.0064	150.9	9.31	1.8
65.1	0.0068	11.6	8.26	1.9
62.9	0.0074	0.9	8.05	2
61	0.0077	0.9	8.25	1.9
59	0.008	1	7.87	2.2
57.6	0.0082	1.2	7.14	2.3
56.1	0.0083	1.4	7.51	2.5
55	0.0086	1.5	7.55	2.8
54.1	0.0088	1.5	8.36	2.9
53.1	0.0057	1.6	8.07	2.9
53.1	0.006089	1.6	7.56	2.9
53.8	0.006431	1.5	8.21	2.8
54.8	0.007655	1.5	7.06	2.4
56	0.008123	1.2	9.38	2.3
56.8	0.008268	1.2	6.8	2.5
57.5	0.008782	12.6	5.89	2.3
57.8	0.007871	66.5	10.24	2.3
59.4	0.007526	212.4	8.43	2.1
62.5	0.0116	425	6.79	2.1
67.5	0.0102	583.1	6.94	1.9
70.8	0.009	482.1	4.59	1.8
74	0.0078	576.3	8.28	1.7
75.5	0.0075	471.9	7.73	1.6
75.3	0.0071	313.7	9.2	1.7
74.8	0.0075	140.9	7.46	1.7
72.5	0.0089	9.9	4.29	1.8
69.2	0.0101	0.4	4.45	1.9
67.8	0.0106	0.5	3.86	1.8
66.3	0.0111	0.6	2.82	1.9
65	0.0116	0.7	2.45	1.8
63.5	0.0121	0.7	1.51	1.8
62.2	0.008333	0.9	0.13	2
62.2	0.00911	1	1.32	2.1
61.4	0.009889	1	1.64	2
59.8	0.00863	1	4.43	2.6
56.6	0.0087	1.1	4.96	2.6
53.4	0.007	1.2	7.84	2.7
51.6	0.0057	1.5	11.88	2.9
50.4	0.0054	1.6	8.86	2.8
48.9	0.0052	17.2	7.51	2.6
48.8	0.005	55	8.96	2.5
50.4	0.0051	195.9	8.12	2.3
53.1	0.0054	279.1	8.92	2.5
55.2	0.0057	443.5	10.92	2.3
57.8	0.0058	495.3	10.11	1.9
56.9	0.0061	213.7	10.61	2.1
55.8	0.0062	101.2	11.03	2.5
56	0.0059	59.2	12.91	2.3
53.8	0.0056	17	14.42	2.6
51.3	0.0053	2.9	11.5	2.6
48.8	0.0051	1.7	14.34	2.9
46.6	0.005	1.8	14.58	3.1
45.5	0.0048	2	12.29	3.1
44.7	0.0048	2	14.29	3.1
43.4	0.0049	2.2	14.7	3
42	0.005	2.2	15.31	3
40.5	0.0046	2.3	14.32	3.1
39.2	0.0044	2.5	15.63	3.2
38.2	0.0038	2.6	14.32	3.3
37.4	0.0037	2.6	14.62	3.4
36.5	0.0037	2.7	14.42	3.5
36.3	0.0038	2.7	14.46	3.5
35.5	0.0035	2.8	15.13	3.5
34.6	0.0033	7.5	14.8	3.6
34.4	0.0032	37.7	14.89	3.6
34.7	0.0032	49.4	13.79	3.7
35	0.0032	90.2	14.1	3.6
35.9	0.0032	103.6	14.95	3.4
36.8	0.0031	193.4	13.9	3.8
39.2	0.0031	289.8	14.79	3.9
41.6	0.0031	416.2	15.49	4.1
42.9	0.0032	223.2	15.51	3.9
44.3	0.0033	142.7	12.31	3.7
43.8	0.0034	12.8	10.09	3.8
42.8	0.0035	2.3	6.76	3.9
42.2	0.0034	2.5	6.05	3.3
40.9	0.0034	2.6	7.3	3.7
39.9	0.0034	2.7	6.51	3.6
38.4	0.0034	2.8	5.92	4
37.2	0.0034	2.8	5.61	3.9
36	0.0035	2.9	4.54	4.1
34.6	0.0035	3.1	5.75	4.2
33.4	0.0034	3.2	5.66	4.7
33.3	0.0034	3.2	4.27	4.8
34.2	0.0034	3.3	2.43	4.8
35.4	0.0034	3.2	0.04	4.7
33.2	0.0035	3.2	0.39	4.8
32.8	0.0036	39.7	0.99	4.8
34.7	0.0035	195.4	1.23	3.5
39.9	0.0033	371.3	3.85	4.1
44.3	0.003	519.2	5.84	3.7
48.7	0.0031	612.9	7.52	3.5
52.7	0.0026	644.1	10.38	3.5
55.3	0.0023	606.6	8.22	3.1
57.1	0.0022	503.6	8.46	3.3
58.2	0.0022	345.9	9.75	3.1
57.7	0.0024	159.2	10.47	3.5
55.7	0.0026	13.6	7.42	3.3
53.8	0.0028	1.2	7.66	3.7
51.8	0.003	1.6	7.15	3.4
49.7	0.0033	1.7	8.23	3.4
48	0.0038	1.8	7.22	4.2
46.5	0.0038	2	9.57	3.8
45.4	0.0043	2.1	8.73	3.9
44.8	0.0045	2.1	7.97	3.5
44.8	0.0043	2.1	7.57	4.5
45.1	0.0042	2.1	8.35	3.9
44.9	0.0043	2.1	10.59	4.6
44.8	0.0043	2.2	9.82	4.2
44.4	0.0043	2.1	9.84	4.2
44.2	0.0042	2.3	10.53	4.4
45.2	0.0044	32.1	10.75	4.3
48.1	0.0048	190.5	8.36	2.8
53.8	0.0051	365.9	11.23	3.1
58.6	0.0048	508.9	11.5	3.3
62.1	0.0044	606.6	12.16	2.8
65.2	0.0041	636.8	12.82	2.7
67.2	0.0037	600.7	12.65	2.6
68.5	0.0032	495.8	13.92	2.5
69	0.0032	324	11.35	2.5
68.3	0.0035	136.3	10.7	2.3
65.8	0.0046	5.9	10.78	2.7
63	0.0063	0.6	13.97	2.5
60.8	0.0076	0.7	11.43	2.5
59	0.0085	1	8.61	2.9
58.3	0.0093	1.1	6.64	2.7
57.8	0.01	1.1	5.49	2.9
57.3	0.005993	1.2	7.84	2.9
56.6	0.0098	1.2	6.36	2.6
54.9	0.005769	1.2	6.77	3.4
54.5	0.0081	1.2	8.36	3.4
46.8	0.0044	1.6	13.95	3.6
43.5	0.004	2	13.1	3.6
41	0.004	2.2	12.61	3.7
39.2	0.0038	2.3	13.17	3.9
37.5	0.0035	20.4	11.51	4.3
37.5	0.0032	158.3	13.09	4
38.2	0.003	333.2	15	3.7
39.7	0.003	476.2	12.39	2.9
41.3	0.0029	513.8	14.12	3.8
40.7	0.0029	295.2	16.18	3.8
40.4	0.0029	267.8	16.04	3.6
39.6	0.0028	150.5	16.74	3.7
38.8	0.0028	71.9	15.78	3.6
37.4	0.0027	32.3	15.66	3.8
35.3	0.0026	4.7	16.48	4.1
33.8	0.0025	2.7	14.82	4.2
32.5	0.0025	2.8	15.98	4.4
31.5	0.0024	2.9	17.13	4.4
31.6	0.0024	3.1	13.63	4.4
31.5	0.0023	3.1	14.43	4.5
31.7	0.0023	3.1	13.54	4.5
31.6	0.002	3.1	14.84	4.7
30.4	0.0018	3.2	14.45	4.7
29.8	0.0016	3.2	13.83	4.8
29.8	0.0015	3.2	12.17	4.9
29.5	0.0014	3.2	13.27	4.9
28.1	0.0013	3.3	13.92	5
27.9	0.0014	3.3	12.28	5
27.9	0.0013	12.1	12.08	4.9
27.5	0.0013	114.3	13.12	4.9
27.1	0.0013	280	14.52	4.5
27.1	0.0013	295.2	9.58	4.5
30.3	0.0013	600.7	11.39	4
33.2	0.0011	638.8	13.32	3.9
36	0.0009	607.5	10.65	3.7
37.7	0.0008	507.5	10.58	3.7
38.7	0.0007	354.2	9.29	3.9
38.6	0.0007	167.5	8.32	3.6
37.1	0.0009	15.8	4.83	3.5
36.2	0.0011	2.9	1.8	3.9
34	0.0011	3.2	4	3.8
32.6	0.0011	3.2	3.84	4.2
32.2	0.0012	3.3	3.91	3.9
32.4	0.0011	3.3	0.53	4.2
31.9	0.0012	3.4	1.27	4.1
31	0.0012	3.6	1.27	4.3
31.1	0.0012	3.6	0.14	4.3
32	0.0012	3.6	0.14	4.4
31.3	0.0012	3.7	0.01	4.3
30.4	0.0015	3.7	0.27	4.5
29.3	0.0015	3.7	2.4	4.4
27.4	0.0013	3.9	4.28	4.5
27.9	0.0014	30.9	4.02	4.5
30	0.0014	186.6	6.25	3.6
34	0.0007	363.5	7.4	4
40.4	0.0003	514.8	8.41	3.7
44.7	0.00224	613.4	8.13	3.4
48.3	0.001577	644.6	6.17	3.4
50.7	0.000989	606.6	4.7	3.4
52	0.0001	506	4.26	3.4
52.8	0.0006	350.8	4.18	3.3
53.3	0.0006	163.2	4.19	3.7
52.5	0.0009	13.8	1.85	3.4
50.7	0.001	1.7	3.29	2.8
49.2	0.0011	1.8	6.41	3.5
47.9	0.0012	2	4.67	3.4
45.6	0.0014	2.1	7.33	3.9
44	0.0016	2.2	6.54	3.4
41.8	0.0019	2.3	8.67	4.2
40	0.0019	2.6	8.31	3.9
39.5	0.0019	2.7	7.31	3.9
38.7	0.002	2.7	5.96	3.7
37	0.0021	2.8	4.5	3.8
32.2	0.0022	3.1	2.64	4.3
35.6	0.0024	3.2	4.27	4.2
35.8	0.0026	3.1	4.89	4.4
36.3	0.0026	28.9	3.15	4.4
35.9	0.0025	178	2.66	3.4
44.5	0.0027	349.3	4.68	3.9
51.2	0.0028	475.8	6.42	3.3
54.5	0.0036	502.1	8.66	3.1
56.2	0.0038	395.2	12.16	3.1
57.6	0.004	410.4	11.65	2.9
59.7	0.0042	417.7	12.31	2.7
60.1	0.0043	197.6	10.63	2.9
60.7	0.0045	132.6	9.85	2.7
59.5	0.0048	12.3	7.39	2.8
57	0.0051	1.1	3.05	3.5
55	0.005	1.1	6.82	2.9
53.9	0.0052	1.2	6.8	3.3
52.6	0.0055	1.4	7.44	3.7
51.3	0.0058	1.4	9.62	3.3
50.2	0.006	1.5	9.14	3.7
50.2	0.0065	1.6	8.07	2.9
49.9	0.007	1.6	6.56	3.5
49.1	0.004711	1.7	7.4	3.6
49.4	0.0052	1.7	4.1	3
49	0.00483	1.7	2.95	3.4
48	0.004355	1.7	4.03	4.4
47.3	0.004984	1.8	5.94	3.3
47	0.004767	34.5	3.13	3.2
47.4	0.007	179.3	8.68	3
48.6	0.006	342	9.05	3.2
45.6	0.0033	486.5	17.71	3.5
41.9	0.0021	586.1	18.71	3.5
40.1	0.0018	618.3	18.62	3.8
38.7	0.0014	585.1	19.24	4
37.3	0.0011	486.5	17.88	3.8
36	0.0009	335.2	17.2	3.8
34	0.0008	152.2	16.43	3.8
30.3	0.0008	12.1	15.27	4.1
28.1	0.0008	3.6	14.38	4.3
25.9	0.0007	3.7	14.77	4.6
23.8	0.0007	3.8	15.67	4.7
21.7	0.0007	3.9	15.34	4.8
20.6	0.0007	4.3	12.09	4.9
19	0.0007	4.3	12.59	4.9
17.5	0.0008	4.7	10.63	4.9
16.8	0.0007	4.7	9.17	5.1
16	0.0008	4.5	7.34	5.2
15.4	0.0008	4.8	7.81	5.3
14.8	0.0008	4.8	8.37	5.4
13.8	0.0009	4.8	5	5.4
12.8	0.0009	5	7.64	5.5
12.7	0.0009	18.9	6.43	5.4
13.2	0.0009	64.8	7.33	5.4
14.8	0.0009	140.5	7.2	5.4
17.6	0.0008	256.1	7.83	5.3
20.5	0.0007	403.5	7.09	5.1
24	0.0006	425	6.59	5.2
27.1	0.0005	397.2	6.15	5.1
29	0.0004	394.7	6.92	5.2
30.1	0.0004	262.5	7.95	5.1
29.8	0.0004	82.6	7.61	5.1
29.3	0.0005	5.1	7.05	5.1
28.9	0.0005	3.1	7.09	5.1
29	0.0005	2.9	4.28	5.2
29.5	0.0005	3.1	3.13	5.1
29.7	0.0005	3.1	3.13	5.1
29.8	0.0005	2.9	2.83	5.2
30.1	0.0005	2.9	0.91	5.1
30.4	0.0005	3.1	1.03	5.1
30.3	0.0005	3.1	1.41	5.1
30.3	0.0007	3.1	1.33	5.1
30.1	0.0007	3.1	1.37	5.1
30.2	0.0007	2.9	2.26	5.1
30.5	0.0008	2.9	2.73	5
30.4	0.0008	3.1	4.46	5.1
30.5	0.0009	7.2	4.25	5.1
30.6	0.0009	30.9	3.55	5.1
31.2	0.0009	75.8	4.25	5.2
31.9	0.0008	83.4	4.31	5
32.5	0.0003	130.2	5.29	5
33	0.0001	91.9	5.89	4.9
33.2	0.0007	70.2	4.6	4.5
34.1	0.0009	86	5.31	4.2
34.9	0.001	32.8	5.58	4.3
34.5	0.001	16.5	5.95	4.2
33.2	0.0013	3.4	3.88	4.2
31.6	0.0019	2.8	3.03	4.3
30.8	0.0022	3.1	3.35	4.2
30.8	0.0023	3.1	2.59	4.2
31.1	0.0024	3.1	3.78	4.2
30.7	0.0023	3.1	4.92	4.3
30.8	0.0024	3.1	3.87	4.3
30.9	0.0022	3.1	4.55	4.2
31	0.0023	3.1	4.33	4.3
30.5	0.0024	3.2	5.13	4.3
29.4	0.0029	3.2	5.61	4.3
28.8	0.002138	3.1	2.62	4.5
29.1	0.002338	3.1	3.52	4.5
29.3	0.002486	3.1	4.51	4.5
29.3	0.002596	8.4	5.23	4.5
29.8	0.00245	20.6	4.47	5
30.3	0.002363	48	4.24	5.3
30.9	0.002366	89	4.94	5.4
32.1	0.002155	93.8	2.62	5.2
33.2	0.002228	62.9	2.23	4.9
33.2	0.002211	70.9	3.53	4.8
33.1	0.002293	58.7	4.6	4.6
33.4	0.002364	45.5	5.36	4.5
34	0.002393	16.5	4.33	4.5
33.7	0.002539	4.7	4.09	4.5
34	0.002338	2.7	3.59	4.7
34.7	0.002376	2.7	4.98	4.6
34.7	0.001941	2.6	3.35	4.7
34.9	0.001774	2.5	2.76	4.7
35.1	0.00181	2.6	3.78	4.6
35.3	0.002485	2.6	5.2	4.7
35.1	0.002731	2.6	7.54	4.6
34.9	0.002824	2.7	6.89	4.8
35.2	0.002934	2.7	6.57	4.8
34.9	0.003029	2.8	6.96	4.8
34.7	0.003095	2.6	7.24	4.8
34.6	0.003137	2.7	7.82	4.9
33.9	0.002824	2.7	11.91	5
32.9	0.002967	5.8	9.83	5.1
31.9	0.002832	22.3	10.57	5.2
31.8	0.002778	93.6	9.51	5
33.7	0.0038	171.2	8.84	4.7
32.9	0.0037	92.1	9.54	4.7
32.8	0.0035	130.2	10.24	4.5
35	0.0034	202.9	10.99	4.5
36.1	0.0031	245.4	12.16	4.4
36.4	0.003	238.1	13.04	4.4
35.7	0.003	93.6	12.12	4.4
34.6	0.0032	11.9	9.31	4.6
33.8	0.0032	2.8	8.42	4.8
33.2	0.0032	2.8	8.25	5
32.3	0.0032	2.9	8.04	5
31.9	0.0032	2.9	7.67	5.1
31.8	0.0033	2.9	6.29	4.9
31.6	0.0033	3.1	5.88	5.1
31.5	0.0033	3.1	5.52	5.1
31.6	0.0033	3.1	4.68	5.1
31.3	0.0033	3.1	4.96	5
31	0.0033	3.2	4.93	5.2
30.9	0.0034	3.1	4.92	5.1
30.7	0.0034	3.1	7.21	5.3
30.7	0.0035	3.2	5.21	5.4
30.9	0.0035	6	3.35	5.4
31	0.0035	24.3	2.62	5.3
31.1	0.0034	69	2.92	5
31.9	0.0034	136.1	3.27	4.8
32.6	0.0034	264.9	4.19	4.7
34.9	0.0033	547.5	3	4
38.2	0.0031	562.6	1.95	4.5
40.7	0.003	465	0.95	4.4
41.7	0.0029	316.2	1.18	4.3
42.7	0.0029	141.7	0.86	4.3
42.1	0.003	12.8	2.79	4.3
40.7	0.0033	2.3	5.02	4.5
40.4	0.0033	2.5	3.32	4.5
40.2	0.0033	2.5	4.15	4.4
39.8	0.0033	2.5	5.38	4.5
39.3	0.0034	2.5	1.64	4.5
35.6	0.0035	2.6	1.78	4.8
33.4	0.0034	2.9	4.43	4.7
32.4	0.0037	3.1	3.87	4.8
33.9	0.004	3.2	2.06	4.8
31.3	0.002172	3.2	0.65	4.8
29.7	0.002206	3.2	1.2	5.2
30	0.002394	3.3	1.78	5.1
28.5	0.002582	3.4	4.99	5.2
27.2	0.002531	21.6	7.52	5.3
28.5	0.002492	143.9	7.82	5.3
32.1	0.0031	316.6	9.87	5
34.7	0.0028	446.5	12.18	4.9
38.7	0.0024	559.2	13.43	4.4
41	0.0019	533.8	14.27	4.3
40.9	0.002	195.6	12.42	4.4
39.7	0.0022	139.7	13.29	4.4
38.9	0.0022	83.1	13.99	4.5
35.7	0.0022	41.9	16.3	4.7
32.2	0.0021	5.6	16.47	5
30.3	0.0019	2.9	15.4	5.1
28	0.0016	3.1	16.65	5.1
25.6	0.0015	3.3	14.96	5.2
24.2	0.0013	3.6	13.2	5.3
23.3	0.0012	3.6	14.92	5.4
22.6	0.0012	3.7	14.11	5.6
21.3	0.0011	3.7	15.67	5.7
19.8	0.001	3.9	14.75	5.7
17.6	0.0009	4	14.46	5.9
15.6	0.0009	4.4	14.19	5.9
13	0.001	4.5	13.16	6
11	0.001	4.7	14.71	6.3
9.8	0.0011	4.8	15.16	6
10.1	0.001	13.1	14.51	5.9
10.8	0.0008	85.3	16.16	5.8
10.9	0.0007	164.4	15.34	6.1
11.5	0.0007	246.1	15.1	6
12.9	0.0007	412.3	14.55	5.9
15.6	0.0006	606.6	13.55	5.7
16.9	0.0006	570.4	16.65	5.7
16.6	0.0007	338.1	16.88	5.7
17.1	0.0007	192.4	14.88	5.8
16.6	0.0007	154.9	14.32	5.8
15.3	0.0008	18	11.6	5.8
14.3	0.0008	4.7	10.55	5.9
13.5	0.0008	4.8	11.09	6
11.9	0.0009	4.9	11.93	6.1
10.8	0.0008	4.9	10.82	5.9
10.1	0.0008	5.1	9.29	6
9.4	0.0008	5.4	8.7	4.3
8.5	0.0007	5.3	8.25	3.6
7.7	0.0007	5.3	9.06	3.3
7.3	0.0007	5.4	9.19	4.4
6.3	0.0007	5.6	8.25	5.8
5.3	0.0007	5.8	8.28	5.4
4.1	0.0007	5.9	6.07	5.4
3.3	0.0007	5.9	5.95	5.4
2.6	0.0007	26	5.77	5.6
3.7	0.0007	174.1	7.3	5.8
6.9	0.0006	352.3	5.98	5.7
11.3	0.0007	506	3.39	5.4
13.9	0.0007	606.6	3.59	5.3
16.9	0.0006	643.2	4.89	5.2
19.4	0.0006	610.9	4.86	5.2
20.6	0.0006	515.3	4.69	4.9
22.3	0.0005	364	3.35	5
22.6	0.0005	178.3	2.26	5.6
21.6	0.0006	21.4	1.43	5.6
19.6	0.0008	4	3.67	5.7
19.2	0.0007	4.3	2.32	5.6
18.8	0.0007	4.2	2.32	5.7
19.4	0.0007	4.3	0.89	5.8
18.5	0.0008	4.3	2.06	5.8
19	0.0008	4.4	0.83	5.8
19.1	0.0008	4.4	0.9	5.8
18.5	0.0007	4.5	3.08	5.9
16.8	0.0008	4.7	4.87	5.8
17.4	0.0007	4.9	4.09	5.8
17.2	0.0007	4.7	4.7	5.9
16.5	0.0007	4.8	4.07	5.9
16.6	0.0008	4.9	5.68	5.9
17.1	0.0008	23.1	7.21	5.9
18.7	0.0008	164.1	6.07	5.7
22.2	0.0008	336.7	5.39	5.5
25.6	0.0007	486	5.08	5.2
28.8	0.0006	584.6	8.77	5.1
32.2	0.0005	623.6	5.69	4.7
34.8	0.0003	596.3	5.51	4.4
37.4	0.0002	504.1	6.8	4.6
38.9	0.0002	356.2	7.95	4.6
39.4	0.0002	184.6	4.8	4.6
39.2	0.0003	19.7	1.19	4.6
38.7	0.0004	2.6	0.91	4.8
37.7	0.0004	2.7	4.25	4.9
37.1	0.0005	2.7	4.99	5
36	0.0008	2.8	4.44	5
35.9	0.001	2.8	4.21	5
34.9	0.0012	2.9	3.07	5
34	0.001	2.9	5.92	5.1
32	0.0009	3.1	7.61	5
29.8	0.0009	3.2	6.27	5
29.5	0.0009	3.3	4.38	5.2
28.6	0.001	3.3	4.6	5.2
28.8	0.001	3.4	4.35	5.3
27.9	0.0011	3.3	3.18	5.3
27.9	0.0012	21.6	3.79	5.2
28.2	0.0013	163.2	3.67	5.2
33.4	0.0013	337.1	3.65	5
40.7	0.0012	489.4	2.01	4.5
47.1	0.0011	590.4	3.1	4.2
52.3	0.0017	629.5	4.73	4
56.1	0.0017	601.2	5.86	4
59.7	0.0018	507	8.36	4
61.8	0.0018	359.1	8.14	3.7
