TEMP	HUMID	SOLAR	WIND	!WBE
78.5	0.0102	596.8	6.72	610.3
79.8	0.0098	488.9	6.24	628.49
80.8	0.0093	324.9	6.51	634.39
80	0.009	137.5	5.16	635.67
77.5	0.0095	8.7	5.19	640.45
75.2	0.0099	-0.1	6.69	646.91
73	0.0107	0	6.26	642.29
70.8	0.0116	0.3	7.64	649.29
69.2	0.0125	0.3	6.68	648.66
66.8	0.0139	0.4	8.83	636.9
65.4	0.011706	0.5	7.93	618.76
65	0.011932	0.4	8.97	601.37
64.9	0.011784	0.5	9.43	584.22
64.8	0.0132	0.6	8.91	562.3
64.2	0.0129	0.6	8.73	548.39
64.7	0.0132	0.6	8.66	547.76
64.8	0.0132	0.6	5.51	549.35
64.7	0.0132	0.9	10.38	590.66
65.2	0.0133	26.5	7.61	686.26
66.1	0.0136	124.3	3.93	829.33
68	0.0132	261	9.91	896.46
71.1	0.0128	319.1	11.63	925.73
72.9	0.0117	346.9	13.27	934.52
75	0.0112	487.5	9.68	920.29
76.2	0.0106	399.1	8.14	937.78
78	0.0097	478.2	6.21	948.36
79	0.0085	254.9	5.28	947.59
78.7	0.0084	116.5	3.86	905.02
76.2	0.009	5.6	3.63	795.45
73.2	0.0094	0.1	1.24	751.33
71.5	0.0094	0.4	1.03	745.24
70	0.0096	0.5	1.36	752.2
67.8	0.009	0.5	4.72	732.18
65	0.0047	0.7	10.77	701.13
62.5	0.0031	0.7	11.5	674.1
60.1	0.0026	1.1	13.69	644.85
58.2	0.0026	1.2	12.6	615
56.6	0.0027	1.4	11.62	602.86
54.6	0.0028	1.5	9.97	594
53.1	0.0029	1.6	10.17	576.79
52	0.0027	1.6	10.58	580.94
50.1	0.003	1.8	10.44	617.37
48.4	0.003	42.8	11.47	703.19
48	0.0027	206.1	13	850.73
48.3	0.0024	382.5	14.74	919.42
49.3	0.0022	529.4	15.16	939.97
51.1	0.002	623.6	14.33	931.17
53	0.002	630.5	13.08	922.29
53.6	0.002	350.8	11.24	946.11
54.1	0.002	298.1	11.61	956.53
54.3	0.0021	118	11.52	958.44
52.9	0.0024	35	13.15	935.81
51.8	0.0025	2.8	12.25	814.44
50.4	0.0025	1.6	11.78	765.45
49.9	0.0025	1.7	12.19	755.31
48.9	0.0027	1.8	12.34	750.9
47.3	0.0028	1.8	13.31	730.28
45.7	0.0027	2	13.74	714.53
45	0.0026	2.2	12.38	668.73
44.4	0.0026	2.2	11.59	613.39
43.7	0.0024	2.2	11.37	609.9
43.8	0.002	2.2	9.43	603.39
43.7	0.0016	2.3	9.51	587.14
43.5	0.0014	2.3	9.9	581.71
43.4	0.0014	2.3	9.95	583.09
43.1	0.0015	2.5	8.32	622.16
42.9	0.0016	21.9	6.94	692.9
42.8	0.0015	95.3	8.13	843.18
43.7	0.0014	125.1	9.07	921.46
44	0.0012	133.6	9.37	950.02
45.2	0.0011	220.3	9.48	964.81
46.6	0.0011	277.6	9.99	945.59
48.1	0.001	252.5	11.18	949.26
50.3	0.0008	416.7	11.24	961.71
50.4	0.0009	157	11.31	955.85
50	0.001	63.8	8.48	928.33
49.4	0.0011	5.5	5.43	825.33
48.2	0.0011	1.8	6.25	781.46
47.3	0.0013	1.8	4.66	772.38
46	0.0014	2	4.57	784.86
44.7	0.0014	2.2	3.48	761.76
44.4	0.0015	2.2	3.08	734.43
44.2	0.0016	2.2	2.46	715.61
43.8	0.0017	2.2	2.53	675.44
43.7	0.0017	2.2	3	652.03
43.6	0.0019	2.3	4.43	615.98
42.6	0.0021	2.3	4.4	595.79
42.3	0.0022	2.3	4.35	593.86
42.5	0.0021	2.3	2.58	588.89
42.4	0.0023	2.5	1.9	630
43.2	0.0025	11.1	1.18	710.63
43.2	0.0031	31.1	2.31	849.95
42.9	0.0038	48.7	1.99	917.85
42	0.0039	119.5	4.09	948.2
42.7	0.0038	153.6	1.93	963.31
43.4	0.0037	184.9	1.69	940.51
44	0.0035	135.8	3.93	955.76
44.1	0.0034	74.3	5.47	966.73
44.4	0.0035	71.6	5.5	960.45
43.9	0.0038	19.9	3.65	925.47
42.8	0.0043	3.6	2.82	829.96
42.6	0.0043	2.3	1.94	773.32
42.6	0.0042	2.2	1.64	747.04
42.7	0.0043	2.2	1.99	748.12
42.7	0.0047	2.2	4.11	744.37
42.7	0.0049	2.2	2.05	746.2
42.8	0.0048	2.2	1.58	726.43
42.9	0.0047	2.2	1.05	691.18
42.7	0.0047	2.2	0.7	668.94
42.9	0.0047	2.2	1.76	630.92
42.8	0.0047	2.2	1.07	599.22
43	0.0045	2.2	0.15	596.39
43.2	0.0043	2.2	0.15	601.09
43	0.0047	2.3	0.07	634.29
42.6	0.0051	19.2	0.89	713.02
43.5	0.0046	87.5	0.78	858.01
44.9	0.0039	191	1.04	923.9
46.6	0.003	196.1	0.2	948.47
47.6	0.0029	192.9	1.06	957.1
48	0.0026	166.8	1.29	945.78
48.5	0.0025	156.1	0.31	953.8
48.5	0.0025	99	1.1	956.79
48.5	0.0027	58.7	1.32	939.32
48.6	0.0026	26.2	2.04	908
48.2	0.0026	3.7	2.23	783.31
48.3	0.0027	1.8	1.25	707.73
47.9	0.0029	1.8	1.2	676.62
48.1	0.003	1.8	1.33	656.97
47.9	0.0031	1.8	0.06	655.17
48	0.0037	1.7	1.26	654.09
46	0.0049	2	2.36	647.41
44.2	0.0052	2	3.24	602.86
44	0.005	2.1	3.93	593.49
43.4	0.005	2.2	5.65	588.76
43.1	0.0054	2.3	3.82	574.31
43.4	0.0055	2.2	4.02	565.9
43.5	0.0055	2.1	3.52	566.25
43.2	0.0057	2.2	4.2	563.43
43.4	0.0056	13.3	3.41	548.52
44.4	0.0057	64.6	3.1	552.95
46.4	0.0055	181.7	3.73	571.28
48.8	0.005	216.8	4.83	598.57
49.4	0.0045	200.7	6.45	614.26
50.4	0.0042	195.6	4.09	617.98
51.6	0.0038	168.3	6.13	625.68
52.8	0.0032	133.4	5.93	622.66
53.4	0.003	79.9	5.06	626.93
53.3	0.003	34.3	4.63	631.95
52.7	0.0031	3.8	0.95	629.58
52.3	0.0032	1.7	1.7	619.11
51.3	0.0034	1.6	4.21	612.6
50.5	0.0038	1.7	4.6	613.79
51.3	0.0036	1.7	6.6	607.83
52.3	0.0029	1.7	9.79	614.82
51.8	0.0022	1.7	10.25	608.67
51.1	0.0018	1.8	9.36	600.17
49.4	0.0017	1.8	9.79	591.29
48	0.0016	2	11.72	580.08
46.5	0.0015	2.2	10.11	581.03
44.7	0.0015	2.2	9.97	577.18
43.3	0.0016	2.3	8.86	571.48
41.3	0.0017	2.7	11.2	575.69
39	0.0019	28.7	9.89	557.51
39.6	0.0016	241	10.86	555.11
42.1	0.0011	402.5	9.06	566.49
43.9	0.001	532.4	9.22	583.13
46.4	0.0008	550.4	9.29	602.27
50	0.0003	602.2	9.29	606.44
52.5	0.002816	631.9	8.29	629.35
53.3	0	521.1	9.48	649.82
53.6	0.00322	306.4	8.01	664.36
52.3	0.0001	81.4	5.86	673.8
50.1	0.0003	4.7	4.22	668.65
47.8	0.0005	2.1	3.8	665.59
47.3	0.0006	2.3	2.58	669.74
46.4	0.0006	2.3	2.99	682.7
45.1	0.0007	2.5	1.37	673.41
44.7	0.0008	2.6	0.85	655.13
43.6	0.001	2.6	0.22	635.92
41.4	0.0012	2.6	1.47	616.15
41.5	0.0012	2.7	0.24	596.91
44.2	0.0007	2.6	1.49	594.87
43.6	0.0008	2.6	1.56	584.96
41	0.0015	2.6	2.38	584.54
38.7	0.0019	2.8	4.06	585.01
38.1	0.0017	3.1	6.82	621.74
40	0.0017	40.4	1.66	710.07
41.9	0.0018	209.5	1.96	857.05
46.8	0.0017	386.9	5.31	924.58
51.1	0.0014	535.3	7.48	944.41
55.7	0.0013	629	7.95	949.74
58.7	0.0013	654.9	7.43	929.02
60.1	0.0012	610.9	8.97	936.92
62	0.0011	504.6	9.87	946.9
63	0.0013	344	8.17	948.78
62.6	0.0015	157.5	6.14	937.31
60.3	0.0017	12.6	7.45	841.68
57.3	0.0021	1.2	7.97	791.75
55.3	0.0023	1.5	8.8	770.7
53.1	0.0028	1.6	9.59	769.01
53	0.0034	1.7	6.8	746.03
52.1	0.0033	1.8	2.81	682.12
49.6	0.0032	1.8	8.5	651.06
49.1	0.0034	2	5.45	624.49
48.9	0.0031	2	10.15	597.12
48.3	0.0033	2.1	5.84	584.82
47.4	0.0037	2.2	5.85	572.41
46.6	0.0035	2.1	5.11	566.17
45.9	0.0033	2.1	10.27	564.13
46.3	0.0035	2.2	5.13	602.32
47.1	0.0038	37	7.85	695.88
48.4	0.0036	197.8	8.91	835.4
53.4	0.0037	371.3	8.14	899.13
58.8	0.0043	515.3	13.62	923.22
62.7	0.0046	607.5	10.24	928.29
65.5	0.0049	633.9	10.05	920.97
66.7	0.0051	593.4	11.51	933.69
67.8	0.0057	488	9.12	935.37
68.1	0.0061	332.8	9.86	933.17
67.6	0.0064	150.9	9.31	908.11
65.1	0.0068	11.6	8.26	800.83
62.9	0.0074	0.9	8.05	743.38
61	0.0077	0.9	8.25	722.21
59	0.008	1	7.87	730.13
57.6	0.0082	1.2	7.14	727.98
56.1	0.0083	1.4	7.51	693.42
55	0.0086	1.5	7.55	654.69
54.1	0.0088	1.5	8.36	627.18
53.1	0.0057	1.6	8.07	610.64
53.1	0.006089	1.6	7.56	597.43
53.8	0.006431	1.5	8.21	583.44
54.8	0.007655	1.5	7.06	578.73
56	0.008123	1.2	9.38	574.71
56.8	0.008268	1.2	6.8	600.46
57.5	0.008782	12.6	5.89	689.22
57.8	0.007871	66.5	10.24	832.95
59.4	0.007526	212.4	8.43	898.17
62.5	0.0116	425	6.79	938.53
67.5	0.0102	583.1	6.94	953.11
70.8	0.009	482.1	4.59	938.36
74	0.0078	576.3	8.28	942.98
75.5	0.0075	471.9	7.73	950.68
75.3	0.0071	313.7	9.2	946.01
74.8	0.0075	140.9	7.46	911.45
72.5	0.0089	9.9	4.29	800.19
69.2	0.0101	0.4	4.45	766.54
67.8	0.0106	0.5	3.86	754.35
66.3	0.0111	0.6	2.82	765.69
65	0.0116	0.7	2.45	760.06
63.5	0.0121	0.7	1.51	745.32
62.2	0.008333	0.9	0.13	700.13
62.2	0.00911	1	1.32	644.27
61.4	0.009889	1	1.64	634.04
59.8	0.00863	1	4.43	611.2
56.6	0.0087	1.1	4.96	598.86
53.4	0.007	1.2	7.84	590.72
51.6	0.0057	1.5	11.88	590.67
50.4	0.0054	1.6	8.86	625.93
48.9	0.0052	17.2	7.51	703.08
48.8	0.005	55	8.96	844.14
50.4	0.0051	195.9	8.12	906.78
53.1	0.0054	279.1	8.92	934.4
55.2	0.0057	443.5	10.92	932.51
57.8	0.0058	495.3	10.11	914.29
56.9	0.0061	213.7	10.61	927.35
55.8	0.0062	101.2	11.03	948.41
56	0.0059	59.2	12.91	938.59
53.8	0.0056	17	14.42	900.92
51.3	0.0053	2.9	11.5	791.89
48.8	0.0051	1.7	14.34	746.82
46.6	0.005	1.8	14.58	739.16
45.5	0.0048	2	12.29	739.4
44.7	0.0048	2	14.29	725.09
43.4	0.0049	2.2	14.7	707.59
42	0.005	2.2	15.31	688.03
40.5	0.0046	2.3	14.32	657.82
39.2	0.0044	2.5	15.63	641.05
38.2	0.0038	2.6	14.32	632.58
37.4	0.0037	2.6	14.62	616.23
36.5	0.0037	2.7	14.42	602.76
36.3	0.0038	2.7	14.46	599.31
35.5	0.0035	2.8	15.13	650.29
34.6	0.0033	7.5	14.8	715.46
34.4	0.0032	37.7	14.89	839.89
34.7	0.0032	49.4	13.79	891.07
35	0.0032	90.2	14.1	908.68
35.9	0.0032	103.6	14.95	914.7
36.8	0.0031	193.4	13.9	896.8
39.2	0.0031	289.8	14.79	908.14
41.6	0.0031	416.2	15.49	925.12
42.9	0.0032	223.2	15.51	917.51
44.3	0.0033	142.7	12.31	880.38
43.8	0.0034	12.8	10.09	743.86
42.8	0.0035	2.3	6.76	667.98
42.2	0.0034	2.5	6.05	651.67
40.9	0.0034	2.6	7.3	650.22
39.9	0.0034	2.7	6.51	651.77
38.4	0.0034	2.8	5.92	649.26
37.2	0.0034	2.8	5.61	640.28
36	0.0035	2.9	4.54	623.26
34.6	0.0035	3.1	5.75	571.78
33.4	0.0034	3.2	5.66	557.79
33.3	0.0034	3.2	4.27	555.86
34.2	0.0034	3.3	2.43	552.65
35.4	0.0034	3.2	0.04	548.64
33.2	0.0035	3.2	0.39	543.76
32.8	0.0036	39.7	0.99	528.3
34.7	0.0035	195.4	1.23	533.46
39.9	0.0033	371.3	3.85	558.52
44.3	0.003	519.2	5.84	572.95
48.7	0.0031	612.9	7.52	585.44
52.7	0.0026	644.1	10.38	600.48
55.3	0.0023	606.6	8.22	616.62
57.1	0.0022	503.6	8.46	621.83
58.2	0.0022	345.9	9.75	622.07
57.7	0.0024	159.2	10.47	624.75
55.7	0.0026	13.6	7.42	627.38
53.8	0.0028	1.2	7.66	616.57
51.8	0.003	1.6	7.15	613.09
49.7	0.0033	1.7	8.23	622.35
48	0.0038	1.8	7.22	626.64
46.5	0.0038	2	9.57	622.29
45.4	0.0043	2.1	8.73	603.55
44.8	0.0045	2.1	7.97	580.25
44.8	0.0043	2.1	7.57	577.28
45.1	0.0042	2.1	8.35	573.36
44.9	0.0043	2.1	10.59	568.57
44.8	0.0043	2.2	9.82	564.18
44.4	0.0043	2.1	9.84	561.67
44.2	0.0042	2.3	10.53	553.02
45.2	0.0044	32.1	10.75	534.57
48.1	0.0048	190.5	8.36	536.11
53.8	0.0051	365.9	11.23	541.52
58.6	0.0048	508.9	11.5	573.09
62.1	0.0044	606.6	12.16	581.38
65.2	0.0041	636.8	12.82	598.27
67.2	0.0037	600.7	12.65	611.33
68.5	0.0032	495.8	13.92	610.96
69	0.0032	324	11.35	609.88
68.3	0.0035	136.3	10.7	619.23
65.8	0.0046	5.9	10.78	617.68
63	0.0063	0.6	13.97	639.01
60.8	0.0076	0.7	11.43	644.23
59	0.0085	1	8.61	651.87
58.3	0.0093	1.1	6.64	644.87
57.8	0.01	1.1	5.49	633.07
57.3	0.005993	1.2	7.84	610.72
56.6	0.0098	1.2	6.36	601.09
54.9	0.005769	1.2	6.77	596.85
54.5	0.0081	1.2	8.36	582.84
46.8	0.0044	1.6	13.95	578.54
43.5	0.004	2	13.1	587.14
41	0.004	2.2	12.61	595.09
39.2	0.0038	2.3	13.17	639.59
37.5	0.0035	20.4	11.51	718.91
37.5	0.0032	158.3	13.09	832.44
38.2	0.003	333.2	15	890.03
39.7	0.003	476.2	12.39	909.61
41.3	0.0029	513.8	14.12	917.53
40.7	0.0029	295.2	16.18	913.69
40.4	0.0029	267.8	16.04	931.96
39.6	0.0028	150.5	16.74	941.04
38.8	0.0028	71.9	15.78	922.86
37.4	0.0027	32.3	15.66	899.02
35.3	0.0026	4.7	16.48	783.26
33.8	0.0025	2.7	14.82	731.17
32.5	0.0025	2.8	15.98	728.31
31.5	0.0024	2.9	17.13	716.16
31.6	0.0024	3.1	13.63	707.01
31.5	0.0023	3.1	14.43	696.89
31.7	0.0023	3.1	13.54	659.31
31.6	0.002	3.1	14.84	627.32
30.4	0.0018	3.2	14.45	610.3
29.8	0.0016	3.2	13.83	589.7
29.8	0.0015	3.2	12.17	582.53
29.5	0.0014	3.2	13.27	580.69
28.1	0.0013	3.3	13.92	574.58
27.9	0.0014	3.3	12.28	617.81
27.9	0.0013	12.1	12.08	694.93
27.5	0.0013	114.3	13.12	834.95
27.1	0.0013	280	14.52	902.07
27.1	0.0013	295.2	9.58	931.45
30.3	0.0013	600.7	11.39	935.23
33.2	0.0011	638.8	13.32	929.35
36	0.0009	607.5	10.65	947.23
37.7	0.0008	507.5	10.58	948.24
38.7	0.0007	354.2	9.29	931.19
38.6	0.0007	167.5	8.32	887.98
37.1	0.0009	15.8	4.83	781.86
36.2	0.0011	2.9	1.8	723.05
34	0.0011	3.2	4	712.06
32.6	0.0011	3.2	3.84	704.13
32.2	0.0012	3.3	3.91	697
32.4	0.0011	3.3	0.53	691.75
31.9	0.0012	3.4	1.27	658.42
31	0.0012	3.6	1.27	625.57
31.1	0.0012	3.6	0.14	616.59
32	0.0012	3.6	0.14	612.54
31.3	0.0012	3.7	0.01	602.66
30.4	0.0015	3.7	0.27	604.49
29.3	0.0015	3.7	2.4	610.86
27.4	0.0013	3.9	4.28	648.04
27.9	0.0014	30.9	4.02	712.86
30	0.0014	186.6	6.25	839.33
34	0.0007	363.5	7.4	894.73
40.4	0.0003	514.8	8.41	937.34
44.7	0.00224	613.4	8.13	941.3
48.3	0.001577	644.6	6.17	927.68
50.7	0.000989	606.6	4.7	937.85
52	0.0001	506	4.26	934.17
52.8	0.0006	350.8	4.18	918.19
53.3	0.0006	163.2	4.19	888.31
52.5	0.0009	13.8	1.85	760.82
50.7	0.001	1.7	3.29	725.37
49.2	0.0011	1.8	6.41	701.54
47.9	0.0012	2	4.67	697.16
45.6	0.0014	2.1	7.33	688.15
44	0.0016	2.2	6.54	678.24
41.8	0.0019	2.3	8.67	626.52
40	0.0019	2.6	8.31	615.58
39.5	0.0019	2.7	7.31	601.64
38.7	0.002	2.7	5.96	596.03
37	0.0021	2.8	4.5	590.39
32.2	0.0022	3.1	2.64	587.33
35.6	0.0024	3.2	4.27	593.87
35.8	0.0026	3.1	4.89	617.54
36.3	0.0026	28.9	3.15	639.14
35.9	0.0025	178	2.66	754.59
44.5	0.0027	349.3	4.68	827.59
51.2	0.0028	475.8	6.42	852.03
54.5	0.0036	502.1	8.66	856.76
56.2	0.0038	395.2	12.16	842.98
57.6	0.004	410.4	11.65	869.03
59.7	0.0042	417.7	12.31	888.6
60.1	0.0043	197.6	10.63	879.21
60.7	0.0045	132.6	9.85	828.73
59.5	0.0048	12.3	7.39	707.71
57	0.0051	1.1	3.05	649.14
55	0.005	1.1	6.82	625.54
53.9	0.0052	1.2	6.8	620.57
52.6	0.0055	1.4	7.44	625.4
51.3	0.0058	1.4	9.62	633.04
50.2	0.006	1.5	9.14	611.14
50.2	0.0065	1.6	8.07	595.83
49.9	0.007	1.6	6.56	593.86
49.1	0.004711	1.7	7.4	588.19
49.4	0.0052	1.7	4.1	587.77
49	0.00483	1.7	2.95	588.39
48	0.004355	1.7	4.03	587.84
47.3	0.004984	1.8	5.94	617.89
47	0.004767	34.5	3.13	643.24
47.4	0.007	179.3	8.68	752.27
48.6	0.006	342	9.05	826.71
45.6	0.0033	486.5	17.71	855.51
41.9	0.0021	586.1	18.71	870.12
40.1	0.0018	618.3	18.62	851.13
38.7	0.0014	585.1	19.24	858.84
37.3	0.0011	486.5	17.88	850.61
36	0.0009	335.2	17.2	844.89
34	0.0008	152.2	16.43	787.43
30.3	0.0008	12.1	15.27	670.95
28.1	0.0008	3.6	14.38	625.03
25.9	0.0007	3.7	14.77	609.82
23.8	0.0007	3.8	15.67	597.64
21.7	0.0007	3.9	15.34	593.09
20.6	0.0007	4.3	12.09	585.76
19	0.0007	4.3	12.59	583.11
17.5	0.0008	4.7	10.63	577.79
16.8	0.0007	4.7	9.17	574.12
16	0.0008	4.5	7.34	570.05
15.4	0.0008	4.8	7.81	567.91
14.8	0.0008	4.8	8.37	565.06
13.8	0.0009	4.8	5	565.11
12.8	0.0009	5	7.64	560.81
12.7	0.0009	18.9	6.43	543.18
13.2	0.0009	64.8	7.33	556.12
14.8	0.0009	140.5	7.2	565.18
17.6	0.0008	256.1	7.83	574.25
20.5	0.0007	403.5	7.09	592.88
24	0.0006	425	6.59	611.09
27.1	0.0005	397.2	6.15	604.31
29	0.0004	394.7	6.92	604.99
30.1	0.0004	262.5	7.95	606.2
29.8	0.0004	82.6	7.61	601.92
29.3	0.0005	5.1	7.05	599.59
28.9	0.0005	3.1	7.09	588.45
29	0.0005	2.9	4.28	586.44
29.5	0.0005	3.1	3.13	579.02
29.7	0.0005	3.1	3.13	572.32
29.8	0.0005	2.9	2.83	570.77
30.1	0.0005	2.9	0.91	571.52
30.4	0.0005	3.1	1.03	566.94
30.3	0.0005	3.1	1.41	562.73
30.3	0.0007	3.1	1.33	562.12
30.1	0.0007	3.1	1.37	557.7
30.2	0.0007	2.9	2.26	559.47
30.5	0.0008	2.9	2.73	558.9
30.4	0.0008	3.1	4.46	556.84
30.5	0.0009	7.2	4.25	545.97
30.6	0.0009	30.9	3.55	541.48
31.2	0.0009	75.8	4.25	548.53
31.9	0.0008	83.4	4.31	568.7
32.5	0.0003	130.2	5.29	585.38
33	0.0001	91.9	5.89	594.24
33.2	0.0007	70.2	4.6	586.57
34.1	0.0009	86	5.31	593.11
34.9	0.001	32.8	5.58	598.17
34.5	0.001	16.5	5.95	601.77
33.2	0.0013	3.4	3.88	604.45
31.6	0.0019	2.8	3.03	588.62
30.8	0.0022	3.1	3.35	587.59
30.8	0.0023	3.1	2.59	588.13
31.1	0.0024	3.1	3.78	585.07
30.7	0.0023	3.1	4.92	579.52
30.8	0.0024	3.1	3.87	572.22
30.9	0.0022	3.1	4.55	560.32
31	0.0023	3.1	4.33	557.52
30.5	0.0024	3.2	5.13	552.36
29.4	0.0029	3.2	5.61	545.19
28.8	0.002138	3.1	2.62	535.81
29.1	0.002338	3.1	3.52	539.79
29.3	0.002486	3.1	4.51	555.68
29.3	0.002596	8.4	5.23	587.94
29.8	0.00245	20.6	4.47	671.57
30.3	0.002363	48	4.24	756.85
30.9	0.002366	89	4.94	794.26
32.1	0.002155	93.8	2.62	822.8
33.2	0.002228	62.9	2.23	800.46
33.2	0.002211	70.9	3.53	827.55
33.1	0.002293	58.7	4.6	833.68
33.4	0.002364	45.5	5.36	833.21
34	0.002393	16.5	4.33	784.05
33.7	0.002539	4.7	4.09	676.62
34	0.002338	2.7	3.59	616.15
34.7	0.002376	2.7	4.98	610.17
34.7	0.001941	2.6	3.35	614.85
34.9	0.001774	2.5	2.76	613.14
35.1	0.00181	2.6	3.78	601.35
35.3	0.002485	2.6	5.2	592.15
35.1	0.002731	2.6	7.54	572.92
34.9	0.002824	2.7	6.89	566.52
35.2	0.002934	2.7	6.57	557.19
34.9	0.003029	2.8	6.96	556.72
34.7	0.003095	2.6	7.24	550.25
34.6	0.003137	2.7	7.82	555.29
33.9	0.002824	2.7	11.91	577
32.9	0.002967	5.8	9.83	602.82
31.9	0.002832	22.3	10.57	699.69
31.8	0.002778	93.6	9.51	754.46
33.7	0.0038	171.2	8.84	795.23
32.9	0.0037	92.1	9.54	797.94
32.8	0.0035	130.2	10.24	789.84
35	0.0034	202.9	10.99	811.56
36.1	0.0031	245.4	12.16	809.89
36.4	0.003	238.1	13.04	793.47
35.7	0.003	93.6	12.12	749.26
34.6	0.0032	11.9	9.31	653.88
33.8	0.0032	2.8	8.42	607.34
33.2	0.0032	2.8	8.25	599.77
32.3	0.0032	2.9	8.04	600.5
31.9	0.0032	2.9	7.67	600.11
31.8	0.0033	2.9	6.29	598.57
31.6	0.0033	3.1	5.88	591.57
31.5	0.0033	3.1	5.52	579.02
31.6	0.0033	3.1	4.68	569.9
31.3	0.0033	3.1	4.96	564.27
31	0.0033	3.2	4.93	563.26
30.9	0.0034	3.1	4.92	571.42
30.7	0.0034	3.1	7.21	574.35
30.7	0.0035	3.2	5.21	584.66
30.9	0.0035	6	3.35	606.29
31	0.0035	24.3	2.62	702.6
31.1	0.0034	69	2.92	750.58
31.9	0.0034	136.1	3.27	780.68
32.6	0.0034	264.9	4.19	769.88
34.9	0.0033	547.5	3	758.79
38.2	0.0031	562.6	1.95	767.43
40.7	0.003	465	0.95	711.69
41.7	0.0029	316.2	1.18	688.26
42.7	0.0029	141.7	0.86	628.47
42.1	0.003	12.8	2.79	570.42
40.7	0.0033	2.3	5.02	537.66
40.4	0.0033	2.5	3.32	512.83
40.2	0.0033	2.5	4.15	515.42
39.8	0.0033	2.5	5.38	514.01
39.3	0.0034	2.5	1.64	511.89
35.6	0.0035	2.6	1.78	505.64
33.4	0.0034	2.9	4.43	491.83
32.4	0.0037	3.1	3.87	484.94
33.9	0.004	3.2	2.06	479
31.3	0.002172	3.2	0.65	477.17
29.7	0.002206	3.2	1.2	477.06
30	0.002394	3.3	1.78	476.32
28.5	0.002582	3.4	4.99	476.4
27.2	0.002531	21.6	7.52	472.01
28.5	0.002492	143.9	7.82	487.16
32.1	0.0031	316.6	9.87	520.81
34.7	0.0028	446.5	12.18	560.95
38.7	0.0024	559.2	13.43	594.02
41	0.0019	533.8	14.27	592.65
40.9	0.002	195.6	12.42	598.1
39.7	0.0022	139.7	13.29	588.49
38.9	0.0022	83.1	13.99	585.56
35.7	0.0022	41.9	16.3	582.45
32.2	0.0021	5.6	16.47	567.39
30.3	0.0019	2.9	15.4	555.03
28	0.0016	3.1	16.65	550.04
25.6	0.0015	3.3	14.96	554.29
24.2	0.0013	3.6	13.2	547.73
23.3	0.0012	3.6	14.92	548.02
22.6	0.0012	3.7	14.11	544.05
21.3	0.0011	3.7	15.67	542.4
19.8	0.001	3.9	14.75	528.22
17.6	0.0009	4	14.46	521.42
15.6	0.0009	4.4	14.19	516.68
13	0.001	4.5	13.16	513.95
11	0.001	4.7	14.71	513.62
9.8	0.0011	4.8	15.16	508.9
10.1	0.001	13.1	14.51	485.14
10.8	0.0008	85.3	16.16	489.03
10.9	0.0007	164.4	15.34	508.68
11.5	0.0007	246.1	15.1	536.15
12.9	0.0007	412.3	14.55	561.23
15.6	0.0006	606.6	13.55	554.46
16.9	0.0006	570.4	16.65	554.97
16.6	0.0007	338.1	16.88	550.51
17.1	0.0007	192.4	14.88	546.57
16.6	0.0007	154.9	14.32	530.63
15.3	0.0008	18	11.6	514.34
14.3	0.0008	4.7	10.55	506.07
13.5	0.0008	4.8	11.09	507.6
11.9	0.0009	4.9	11.93	509.21
10.8	0.0008	4.9	10.82	507.52
10.1	0.0008	5.1	9.29	507.76
9.4	0.0008	5.4	8.7	495.06
8.5	0.0007	5.3	8.25	489.04
7.7	0.0007	5.3	9.06	493.84
7.3	0.0007	5.4	9.19	498.64
6.3	0.0007	5.6	8.25	493.56
5.3	0.0007	5.8	8.28	491.99
4.1	0.0007	5.9	6.07	487.01
3.3	0.0007	5.9	5.95	483.68
2.6	0.0007	26	5.77	469.25
3.7	0.0007	174.1	7.3	392.08
6.9	0.0006	352.3	5.98	571.18
11.3	0.0007	506	3.39	605.21
13.9	0.0007	606.6	3.59	429.42
16.9	0.0006	643.2	4.89	403.29
19.4	0.0006	610.9	4.86	587.56
20.6	0.0006	515.3	4.69	634.19
22.3	0.0005	364	3.35	469.69
22.6	0.0005	178.3	2.26	419.39
21.6	0.0006	21.4	1.43	405.81
19.6	0.0008	4	3.67	408.93
19.2	0.0007	4.3	2.32	399.74
18.8	0.0007	4.2	2.32	402.66
19.4	0.0007	4.3	0.89	402.18
18.5	0.0008	4.3	2.06	402.54
19	0.0008	4.4	0.83	397.39
19.1	0.0008	4.4	0.9	393.65
18.5	0.0007	4.5	3.08	394.63
16.8	0.0008	4.7	4.87	394.59
17.4	0.0007	4.9	4.09	392.44
17.2	0.0007	4.7	4.7	393.81
16.5	0.0007	4.8	4.07	393.41
16.6	0.0008	4.9	5.68	392.36
17.1	0.0008	23.1	7.21	375.83
18.7	0.0008	164.1	6.07	374.32
22.2	0.0008	336.7	5.39	375.18
25.6	0.0007	486	5.08	379.23
28.8	0.0006	584.6	8.77	390.72
32.2	0.0005	623.6	5.69	393.92
34.8	0.0003	596.3	5.51	398.29
37.4	0.0002	504.1	6.8	398.12
38.9	0.0002	356.2	7.95	395.47
39.4	0.0002	184.6	4.8	396.91
39.2	0.0003	19.7	1.19	402.55
38.7	0.0004	2.6	0.91	424.15
37.7	0.0004	2.7	4.25	426.74
37.1	0.0005	2.7	4.99	431.38
36	0.0008	2.8	4.44	435.45
35.9	0.001	2.8	4.21	427.37
