i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i31	i32	i33	i34	i35	i36	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i47	i48	i49	i50	!o0	!o1
3.54584	4.49209	3.82471	3.62457	4.40859	4.55347	4.38549	3.51761	3.0835	4.26813	10.03864	2.38411	8.34222	18.55524	2.41325	7.65977	26.4638	19.21822	4.33201	23.96511	3.66321	4.31394	4.11491	3.85045	4.09032	4.30714	4.04003	4.43227	2.88336	4.22156	3.34484	4.16343	4.03576	4.89176	5.01526	4.49121	6.07261	3.48389	3.68439	4.60413	3.60777	4.42715	4.11192	3.62198	4.80805	4.51777	4.44555	4.29215	3.61211	4.43756	1	0
5.56089	3.4105	4.90724	5.83975	5.00202	2.98244	1.52938	5.52523	5.0831	3.85486	0.67739	13.52482	6.73403	1.37329	2.16937	22.71402	16.80405	19.36892	11.20051	7.34765	6.0588	3.15897	4.72699	6.28517	5.27111	2.86017	1.99054	5.08392	4.98172	4.00812	5.27555	3.31642	4.55749	6.78458	5.11467	2.80008	1.92574	6.57297	5.26111	3.73494	6.21569	4.17844	4.52658	5.41696	5.05473	3.0949	2.401	5.3871	7.37745	4.89369	1	0
3.18732	3.60703	3.53237	3.90592	4.7076	3.65069	5.00664	4.24693	4.59343	2.16543	2.19002	0.09721	25.59929	18.08232	36.89123	19.56282	17.80592	0.4986	9.87723	12.99887	2.96807	3.42205	4.12343	3.62066	5.75991	3.3743	6.97304	5.08991	5.69143	2.04511	4.57199	3.3437	4.92096	5.44375	4.47742	5.21694	5.75843	4.6023	7.67897	4.01074	4.09983	3.55	5.5695	4.12878	5.70719	3.9585	5.13618	4.20752	4.29139	2.02771	1	0
2.92182	3.34446	2.85976	3.33967	4.1753	4.3018	4.94665	3.18359	2.98107	4.78687	2.30112	21.04284	18.96082	3.24279	10.27849	6.89736	46.4524	11.14487	13.23705	22.19343	3.75561	3.31237	3.25268	3.78675	4.52446	4.40206	4.85188	4.81875	2.75742	5.42106	4.16583	3.11154	3.14064	3.47908	5.84418	4.63256	6.69478	3.88438	2.98762	6.24375	4.11247	4.79129	3.21963	3.38505	3.97931	3.99718	4.70165	4.19724	3.06556	4.45315	1	0
3.40139	3.16517	5.20981	4.04744	4.95943	3.97004	3.58318	6.49098	3.81792	2.1482	34.78194	5.62006	5.04174	0.8265	12.0299	7.36812	25.03909	2.09744	24.26075	4.98939	4.15563	3.60655	6.13841	5.29549	6.72345	3.78664	4.12082	6.80893	4.37905	3.16822	3.62103	2.93643	9.49747	5.20023	6.90352	4.21478	6.37545	6.07343	4.1553	3.0549	3.30613	2.98936	5.02465	3.87491	5.33719	3.69249	3.83183	7.459	5.01012	3.61688	1	0
3.60874	4.01584	4.69495	2.48131	5.67842	4.61362	2.9178	3.07306	4.61515	3.43677	0.95408	10.00538	2.46698	13.61536	6.27926	12.47577	30.06768	19.52159	11.0451	10.05028	4.24527	6.29617	4.92405	2.51629	5.29981	4.73817	2.88004	3.23073	6.57351	4.30299	3.54999	3.79258	4.83367	2.32021	5.76188	6.12479	2.79686	3.15688	4.33905	3.75963	5.98652	3.82293	4.92779	2.46068	5.41692	4.91586	4.82819	4.04859	5.68113	3.96227	1	0
4.69638	2.268	2.17506	4.47692	4.31639	3.77785	3.63158	4.59848	3.57505	4.27046	7.50185	49.00853	8.66308	1.42314	35.2609	2.44547	8.9491	0.38517	3.09857	7.21649	4.49692	3.319	2.96151	4.2314	4.46766	3.70651	3.67979	5.60109	4.36009	4.27794	4.35084	2.73903	2.14095	4.80773	4.11882	3.91289	5.86538	4.38243	3.66802	4.11204	4.38422	2.37284	3.99654	4.66159	4.28497	6.6041	4.30952	5.0873	3.59336	4.89214	1	0
4.12451	4.91795	2.72517	5.39987	3.74956	5.32395	5.78173	3.83272	4.59108	3.49757	2.24817	4.74036	3.29991	7.8097	1.212	2.33141	6.40516	15.17163	1.79781	0.31875	3.95342	5.23137	3.09327	6.51754	4.46235	6.90902	5.94143	5.08677	4.42559	3.71481	4.13294	5.6642	4.86275	5.03995	5.5465	5.33049	6.62311	3.79783	4.60373	3.35144	4.29329	4.81063	3.80158	4.97177	3.8965	5.20089	7.51032	3.5717	4.37665	3.86558	1	0
4.79285	3.9443	2.63722	2.89226	3.27335	5.28982	4.84394	4.96646	3.28472	2.89906	6.86803	7.30477	19.73374	1.65097	0.38521	18.11087	7.29575	5.46826	8.93504	5.38759	4.74662	4.59995	2.51525	2.71438	3.66057	5.22166	4.69154	5.46998	4.23425	4.0406	5.21148	3.63096	2.47982	2.85486	4.65813	5.63645	5.52227	4.72494	4.74714	2.70024	6.59306	6.3021	5.49979	2.6748	3.48669	6.27236	6.53286	6.64878	4.67409	3.90662	1	0
3.43337	2.36293	4.92868	3.71682	3.4906	4.38631	3.71721	3.54267	3.06266	3.56696	3.1922	21.35248	11.69103	21.45259	9.63496	14.53292	1.21731	40.65405	27.14531	2.76526	3.42166	3.18392	4.86637	3.51772	4.01341	4.7462	3.82987	3.44614	6.83592	4.05769	5.47056	2.62635	4.77308	5.69566	4.58147	5.75182	3.5052	5.02483	4.30758	3.7964	6.25686	2.49447	6.21991	3.57483	3.21845	4.33574	5.36787	3.29165	3.15834	4.28928	1	0
3.0019	4.7858	4.75343	5.1388	2.93021	4.25222	2.814	2.95519	2.79325	4.36264	26.7271	14.0492	1.29533	5.01173	27.16651	21.62282	1.36588	8.97885	2.07418	23.31841	3.8618	6.65163	4.65027	4.76645	3.1105	5.45803	3.49317	5.58666	5.30115	4.4978	3.107	5.68265	4.45365	5.85836	2.81663	4.46182	2.6459	6.35959	3.168	4.98083	4.51616	5.57494	6.17291	5.34795	6.60033	5.06704	3.72436	4.68788	4.45409	5.49288	1	0
5.40918	3.51082	4.16251	3.64214	3.27397	3.60653	3.49631	5.2247	5.34618	2.56442	22.11369	3.75482	1.98058	10.30331	4.70788	0.95439	6.31848	5.8375	1.83857	13.55994	5.74406	3.44812	5.257	4.27147	3.9499	3.75676	3.38528	5.23135	5.53338	2.38335	6.03666	5.07169	5.18753	3.83682	3.57984	3.4494	4.89889	4.92922	5.3313	5.06569	5.95199	3.76324	3.90754	3.80471	3.09996	3.75054	4.39022	6.04317	5.25542	3.11911	1	0
3.8255	2.68827	3.49104	5.09095	2.78659	3.08522	4.95957	3.32918	4.9777	4.96593	36.5696	5.23892	3.08834	25.2788	8.14119	3.06639	7.26884	6.81418	0.40503	3.69779	3.66815	3.42205	4.87685	5.54669	4.39168	3.57477	5.39717	4.0725	5.1467	4.65812	4.15211	2.66786	4.09601	4.93886	2.6703	3.09092	4.99831	6.66007	4.60793	4.57553	3.98091	4.52621	3.3767	5.76771	3.30571	4.2399	4.73878	3.55648	6.27475	5.44948	1	0
4.00982	4.58824	4.85486	2.27014	3.00459	4.34282	3.8613	3.82043	5.81774	2.4455	3.15276	16.41817	32.78416	1.57292	5.56742	0.64949	2.07138	0.01802	7.94578	8.26182	4.33005	4.66208	7.17539	2.14523	2.94626	5.50546	4.31406	4.67679	5.64186	2.58155	4.21804	5.03452	5.16373	3.28736	4.11499	4.90808	4.01581	3.52399	6.40459	4.42775	4.63127	6.79435	5.12215	2.14828	2.84162	4.76543	4.12709	4.20876	5.88036	2.84807	1	0
3.46677	3.02781	3.7309	4.79998	4.70588	4.24791	4.56601	4.44375	3.32778	3.72208	10.31309	4.38101	29.70929	5.37718	2.09858	2.92783	12.05374	6.06053	4.76833	4.67486	3.2363	3.06036	4.05988	6.80191	4.67227	5.6238	4.70788	5.13976	3.1726	3.55775	4.61276	3.1335	5.064	4.50609	4.61988	4.73383	5.72212	4.824	4.94161	4.9965	5.3302	5.0211	6.16891	4.67232	5.07648	4.24499	5.16751	4.78189	3.44689	3.64933	1	0
2.8517	5.38154	3.81964	4.59356	3.4827	5.34414	3.63764	4.35155	5.03462	3.74176	5.45784	8.04286	13.34755	3.0576	5.44915	6.60243	13.3026	25.63555	1.12845	26.19007	2.77479	5.05114	3.6262	6.50202	3.41813	4.99326	3.80461	4.03217	4.69233	3.70039	4.43824	5.47675	4.24859	4.79633	3.44017	5.36259	3.6517	5.49129	5.28862	4.01434	3.3019	6.24795	3.87231	4.42669	3.48101	6.06139	4.54241	4.40905	5.72544	3.57755	1	0
4.6831	3.40782	3.12226	4.50903	3.64597	3.98713	3.89853	2.315	4.49823	3.40281	1.85963	11.44241	6.88473	5.30103	3.90464	22.01065	9.88857	11.55714	5.96699	1.64869	4.79771	3.32123	3.83929	4.76346	5.22565	3.69021	6.53977	2.85305	4.31657	4.65829	5.6865	4.36649	2.973	5.31509	3.36748	3.84323	7.36913	3.32584	4.49745	3.23288	5.36084	3.89231	3.72029	6.27009	5.50414	3.78306	3.84128	2.59449	5.04193	3.59272	1	0
3.89342	5.65761	4.42396	4.88723	3.18219	4.40169	3.75336	4.7828	3.98969	3.18609	5.4602	28.33692	8.99621	19.22718	19.64277	12.58342	14.13291	8.02568	25.1292	0.22065	4.01507	5.87505	4.2791	4.81265	3.54908	5.24271	3.64566	4.47015	3.70038	3.08598	4.19032	6.01209	4.94975	4.54177	3.02714	4.13626	3.73674	4.76381	3.78993	3.11378	5.45256	5.64899	4.1551	5.44118	4.26743	4.21475	4.27068	5.59917	4.21087	3.49714	1	0
3.33878	3.22884	3.74009	3.8873	5.79816	3.16917	5.24399	4.5507	3.39915	4.99786	4.24965	0.89568	3.44368	16.41108	19.48832	15.74805	0.968	41.46189	4.64606	2.5553	3.84703	3.42657	3.73597	4.49376	5.40627	2.94695	5.28313	4.20305	3.70404	5.39616	3.61977	3.27417	3.57214	4.81055	6.70324	3.42509	4.92461	4.62891	4.26337	5.2271	3.24193	3.54216	3.66937	4.70384	5.60313	3.41924	5.25705	4.33023	4.55805	4.62644	1	0
6.06017	2.17136	4.52277	4.59624	0.95832	3.70423	5.09864	5.07543	4.13894	4.31638	72.61001	26.49063	0.58386	0.46149	15.16581	18.34862	1.81506	12.25193	16.68068	24.24864	5.66858	2.4419	4.30862	4.47051	1.99431	5.37321	5.79931	6.97797	4.49917	6.77363	8.10014	6.80206	4.84724	6.3778	1.2752	5.90726	5.01055	4.79313	4.104	4.63359	7.43674	3.13253	4.97911	5.98826	1.39928	5.18651	4.87937	4.76978	4.23733	4.57924	1	0
4.416	3.81497	2.73051	3.92426	5.54535	3.96613	3.40135	5.19668	5.20785	3.23531	1.19722	17.70384	2.7036	9.11566	15.66046	6.0368	16.0486	28.20785	10.73416	12.16001	7.22449	4.48483	3.092	3.81722	5.2633	3.95365	4.62722	5.76614	5.99309	3.16752	4.38662	4.08987	3.0271	4.62284	5.65525	5.57005	4.06698	5.70113	5.24846	3.05322	10.02219	3.67117	4.21109	3.75054	5.73478	5.91361	4.47908	4.81739	6.31912	3.14243	1	0
3.21611	3.6903	3.66529	4.40171	3.1201	2.93682	3.88519	4.4534	3.81801	3.18207	10.15095	7.18273	14.7298	0.23597	1.33269	0.85386	0.31674	0.45203	0.22156	0.43301	3.28803	3.71895	5.19002	4.64308	2.95601	2.79679	6.15531	4.47329	5.23472	3.78025	3.60191	3.41923	3.45461	4.88569	3.32423	3.96797	4.12496	4.80106	3.57018	4.31857	3.25446	4.26068	3.75651	4.33839	2.99372	2.73038	3.76983	5.36499	3.86589	3.07055	1	0
4.66114	3.60004	3.52327	4.1247	4.62079	2.02001	4.54086	4.1388	3.51336	3.32955	5.76632	1.7973	1.99944	0.6478	11.8709	25.95804	9.43809	21.48062	2.09211	10.70568	5.82896	3.32334	3.38303	3.9132	5.99624	2.70557	5.22319	3.88556	4.07202	3.64842	4.70463	3.40739	4.50782	3.90263	4.3555	3.43369	6.9212	4.72059	3.68849	3.2916	4.31539	4.60508	3.84062	5.58601	4.8138	2.44278	5.17805	4.39919	3.85309	3.36033	1	0
2.88243	6.6862	4.18738	3.72872	3.41108	5.98573	4.88543	5.85996	4.08807	2.60136	25.19139	3.10147	6.37005	9.91514	13.84644	6.98223	6.34683	2.11691	7.24375	10.67111	3.00215	7.03366	4.07335	4.15739	3.73305	6.57141	5.2985	7.63987	3.79108	2.54397	2.67058	6.81239	4.24275	5.34932	3.33594	5.66626	4.82419	6.20608	3.91206	2.46379	3.06866	6.92227	4.43753	3.77744	3.25383	6.96065	4.51489	5.75295	3.83781	2.4801	1	0
4.65324	4.41031	4.39471	4.95309	5.52418	4.52815	1.88236	2.38208	2.6227	4.09406	9.81856	13.72506	1.64663	4.47089	0.88808	9.06833	3.74038	31.99486	15.63523	25.6542	4.46263	4.78568	4.05587	4.7782	5.68878	4.97167	1.79145	3.42551	3.46888	5.43704	7.68876	4.65445	5.92581	5.93707	5.98912	4.50883	5.1041	3.93207	2.78914	3.80172	4.46897	5.21931	4.31345	6.86063	6.08347	4.75674	2.77072	3.20901	3.12868	3.84278	1	0
6.98887	4.98521	3.35382	3.48518	2.82043	3.80098	4.20796	1.84302	4.6222	4.39859	4.23739	2.14051	2.40123	18.24954	10.14883	6.89303	10.59031	5.60957	5.01461	34.91462	7.66212	4.77428	4.70117	3.75083	2.79985	4.47987	5.37035	2.52531	5.64634	4.1598	6.51076	4.90744	3.39431	3.23694	2.83791	3.63851	4.06564	3.16505	6.1565	4.3113	6.93726	4.69847	3.1582	3.70907	2.85626	3.82958	4.31764	1.87083	4.4966	4.16136	1	0
2.61243	4.71456	3.73012	1.68623	3.33801	2.20673	4.45553	5.50932	4.77642	2.52201	4.12949	1.05575	7.31558	3.91976	2.21033	2.78411	2.90452	16.64889	1.52154	4.7821	3.94818	4.44097	5.36178	2.04041	3.51093	2.71413	5.57599	5.63223	4.89713	2.50441	2.46655	4.7954	3.60101	2.21281	4.16715	2.2746	5.55211	6.26998	4.95856	3.05133	3.07912	6.74232	5.51893	1.80738	4.88501	2.12908	4.77462	5.17543	4.86683	3.93422	1	0
3.70961	4.41372	3.13292	4.38189	1.90653	4.38403	5.27706	4.62902	4.45171	3.58781	0.1566	1.98871	6.2457	5.01931	2.98191	20.2721	10.74668	4.30485	0.65388	35.87818	3.63555	4.405	3.3813	4.7468	1.91375	4.74993	6.02263	4.57408	4.22396	3.82477	4.54951	6.65355	3.32068	5.3785	2.39116	4.10852	4.9194	4.37202	5.87403	4.45803	4.14299	4.93121	3.01361	4.57716	2.51403	4.9097	5.66494	5.41896	4.46394	3.53086	1	0
3.29512	2.54835	5.55292	5.48606	3.88472	3.00381	4.35937	5.4484	4.53392	4.41556	7.11512	40.84717	24.43897	6.94757	34.15489	53.76284	15.48397	8.94701	1.42365	7.52951	3.43747	2.78102	5.91257	5.16367	4.11793	4.01734	4.48555	5.48108	8.29885	5.04921	4.11912	3.38859	5.36512	5.50033	6.19202	3.38493	4.69047	5.44404	4.8362	4.4113	4.99272	3.96109	5.52018	6.69696	4.45383	2.84095	5.08947	7.36769	5.41954	4.33947	1	0
3.44267	4.81011	3.07256	3.22103	2.43657	4.02296	5.65428	3.19611	3.94494	3.89592	16.44943	32.94473	10.44291	5.30427	24.35227	18.18632	33.85779	0.95304	5.93129	10.44583	3.52902	4.98958	3.18482	4.2069	3.85927	5.05246	5.68738	3.59677	4.23486	3.75744	4.32902	4.93077	4.22877	3.00021	2.71712	3.83094	5.57988	3.89265	3.71893	3.59842	3.32011	4.72255	2.96637	3.32536	2.76727	5.01373	5.42281	3.95977	5.17217	3.93749	1	0
1.68902	4.57212	3.64556	3.26181	6.42576	4.87738	2.44032	4.95484	3.96302	5.67593	0.75548	0.66259	7.65679	12.71859	3.90319	0.49022	2.38518	3.63418	17.65675	2.53175	4.83197	4.68444	3.6906	4.31433	6.68404	7.10528	4.26944	4.87403	3.89709	7.0022	2.45123	5.52885	3.82553	3.54295	7.72528	5.03812	2.62463	5.91369	4.56108	6.7829	2.49357	5.50697	6.44822	3.37539	7.82664	4.8869	6.53287	4.70949	3.84038	6.63391	1	0
4.70067	4.32428	5.02291	4.4358	5.26415	5.36137	5.81072	4.25172	2.68775	5.5397	1.88337	11.07962	7.68052	3.70571	5.14703	4.72393	5.40308	1.79904	27.97533	3.47818	4.78736	4.82142	4.76929	4.50252	6.0505	6.62687	5.44877	3.96144	4.41717	5.18711	5.04142	6.03682	5.21286	4.50289	5.83155	5.17226	5.60295	3.91649	4.60284	5.52766	5.52984	5.5064	4.67732	5.07646	5.54244	6.60937	6.20078	4.59664	2.56598	6.27687	1	0
4.99431	4.27685	5.1261	3.81078	5.48624	3.84208	4.02988	3.87199	4.91083	2.29784	6.85492	2.67119	3.77615	5.48272	9.10929	6.7092	20.87203	3.68795	26.766	3.03308	5.01592	4.79326	4.83675	3.63892	5.60975	3.62093	4.73245	3.97505	5.76837	3.18548	5.10215	4.34898	5.5858	4.11899	5.75879	3.83069	4.39763	3.56364	7.07118	2.28163	4.60103	5.85756	5.07593	5.18672	5.31711	3.75627	5.61377	3.64814	4.77351	2.76769	1	0
3.74224	4.8134	4.53893	5.04257	4.66248	4.29893	4.01098	2.56909	4.85333	2.71256	3.59068	8.38602	0.85479	8.59846	0.43121	6.12397	9.84788	14.038	1.81477	2.73015	3.66462	4.54455	4.27605	5.45074	4.78066	4.08063	3.99858	2.43939	4.8577	2.62126	3.76377	5.73379	5.26158	4.89713	4.34995	5.00668	4.15849	2.67052	7.09454	2.49913	3.8072	4.78686	5.14879	5.49101	6.71031	4.32915	4.58422	2.67161	5.81442	3.06856	1	0
5.06516	5.72174	3.86876	3.56321	3.83981	3.35884	4.01322	4.81216	5.31768	4.183	10.56706	12.73137	4.99213	0.81854	0.93574	11.62243	5.02616	2.37999	28.89595	2.66318	4.78402	5.76364	4.37388	3.7675	4.06767	4.49694	5.46664	4.6687	4.92844	4.22561	6.06233	5.47328	5.42514	6.71444	4.22261	3.42973	3.72582	4.96271	5.95853	5.70673	5.01508	6.06198	5.38446	4.11422	3.68209	3.38644	5.23247	4.6973	5.63438	3.94075	1	0
4.00075	4.04066	4.86097	3.46129	3.08904	3.47442	4.71725	3.0794	5.67894	2.61807	27.68058	0.63929	3.20265	12.91229	4.45118	17.1884	7.49507	8.55519	18.06705	9.33126	5.58149	6.41492	4.64048	4.27193	4.51826	3.5556	5.29186	3.10482	5.40984	2.4846	4.70727	3.84077	5.83005	4.25222	3.06362	3.39119	5.22915	2.97982	5.27998	3.06953	3.78553	4.40435	5.23674	3.85866	4.72149	6.77356	4.41683	3.26582	5.46401	3.14247	1	0
3.53891	4.26838	3.49294	5.35766	4.10674	3.63923	3.14374	4.43641	6.04773	4.52698	9.16439	8.92435	34.06781	11.50154	4.18183	8.95646	40.66983	29.22652	27.10684	1.15092	4.01499	4.40588	4.04635	5.01282	5.72956	3.69029	3.68477	4.71363	6.14876	4.65241	3.61589	3.95275	5.30563	6.8599	4.99855	3.89211	3.66882	6.39219	5.71208	5.64161	3.37586	5.02702	3.55419	6.26474	4.48463	3.80331	4.12877	4.50131	5.78587	5.05973	1	0
4.87519	4.73894	4.14403	5.22797	2.99976	1.77007	3.56522	4.41274	3.01345	3.78461	3.76991	0.7142	36.261	13.25598	13.06968	3.94493	12.60189	12.78515	3.56698	2.76861	4.63256	4.41871	4.16187	5.34616	3.09398	2.96133	3.60771	4.96853	4.68711	5.0732	5.22366	4.78727	5.30605	4.89454	2.99988	2.42514	4.17088	5.23891	2.9303	4.33934	4.74266	4.37661	3.87746	5.40804	2.77677	2.38019	3.349	4.8698	3.73929	3.76799	1	0
5.21678	4.37705	3.03742	2.61593	3.53594	4.202	2.9267	4.62391	3.69871	5.37417	13.36576	22.96461	1.22711	7.91833	20.69391	2.51153	22.24604	8.08105	17.32965	11.54303	5.07654	5.24829	2.85333	4.61363	3.88657	4.15262	3.31366	4.35958	4.29625	6.60098	5.33168	4.50701	2.98622	2.49071	3.266	6.05472	4.98698	4.42838	3.54785	6.42652	5.20621	4.79641	4.3879	2.55861	3.92458	4.03001	5.27574	4.96212	3.66667	5.25778	1	0
4.95371	4.49243	3.03574	5.91757	4.36762	3.70222	4.33213	4.55182	2.53888	4.40366	0.65665	25.02051	1.40081	1.58368	10.77925	11.34852	4.66408	8.81392	1.95316	18.90495	5.61365	5.32218	3.39683	5.74823	4.12958	6.99347	4.08089	5.55421	2.45154	4.57066	4.71042	4.99313	4.10289	6.34004	4.09307	4.70205	5.64357	4.68495	2.94542	5.03799	4.8398	4.69291	3.16891	5.46589	4.57164	5.5463	4.07147	4.86868	2.52928	4.62901	1	0
3.53722	3.14458	5.30461	1.71058	4.76863	5.44312	3.08986	3.59612	2.46451	4.41012	10.20108	3.86504	24.89404	7.55098	11.29155	7.41326	11.3734	9.87278	19.51244	25.46823	4.82268	4.84027	5.75585	2.76947	4.80316	5.08849	3.71714	3.50784	3.18023	5.1055	3.30855	5.48392	5.32018	2.12759	4.64694	5.39812	2.988	3.95618	4.12484	4.37588	3.36458	4.68032	7.52115	2.35312	5.00166	5.33746	4.03674	3.64437	3.27762	5.37747	1	0
4.35247	3.03719	4.232	5.01243	3.29472	4.55224	4.24165	3.64415	5.02341	3.58561	1.16543	8.97479	13.69851	7.87439	9.16626	5.18478	4.69751	22.78638	0.59897	0.47087	4.02135	2.94553	4.84827	6.80474	3.64456	6.2586	4.94645	3.7687	5.01082	4.75728	4.49495	3.55202	7.28117	7.11574	5.21224	5.22852	4.80159	3.45883	4.68793	3.32356	4.12383	3.13656	4.01061	4.83447	3.31545	4.81574	4.9205	3.64959	5.07934	3.83693	1	0
2.48778	4.7698	3.73332	5.2205	4.63724	3.9117	3.90967	4.68885	4.51785	3.95075	0.9312	20.30122	26.21588	7.44185	8.7441	32.74121	16.51228	11.06263	1.32727	7.47626	2.92248	5.70057	3.47133	6.34596	4.32704	4.96357	4.43589	5.53954	6.94169	3.69564	2.94534	4.52994	3.61255	5.38696	5.63856	3.95503	4.03588	6.39363	4.18506	4.04449	2.83846	7.67543	4.70948	4.99781	4.82503	3.75529	3.80945	6.20087	5.72387	4.03628	1	0
3.37826	4.38748	4.18883	4.30039	5.04344	1.77492	3.85274	3.90951	4.15235	4.47641	37.81512	3.24519	9.46522	2.10823	16.88402	1.98969	18.06	14.24057	19.09521	4.04925	3.52499	4.07067	4.94013	4.82628	7.33856	2.89078	3.57069	4.97024	4.65813	4.15573	5.24797	4.26529	4.00448	3.99342	4.85758	1.76832	3.7264	3.77549	4.73682	4.74592	3.20585	4.14441	4.95197	5.25685	5.44077	2.39521	3.92458	3.80095	4.51095	5.1434	1	0
4.59088	3.19466	4.37708	2.78554	5.11758	3.66611	2.29766	1.24366	3.29955	5.50929	3.64613	1.17468	10.59321	4.20075	19.76609	27.56173	3.07861	7.11324	2.92127	13.79951	6.0546	5.33875	6.54229	2.84974	5.22291	3.72468	2.42408	1.73995	3.30233	5.26071	5.33255	4.43589	4.1476	2.64473	4.99177	5.24765	2.35156	1.16275	3.79731	5.17093	4.35069	3.7521	4.27724	2.60482	5.06248	4.6325	2.60251	1.34646	4.19588	5.28092	1	0
5.1577	4.71945	5.24151	3.55142	5.28997	4.015	3.49587	3.12368	2.90694	4.09997	12.91246	5.69208	12.88662	23.86198	12.86706	5.36268	4.0435	16.24363	9.99818	31.64156	5.88309	4.59357	5.14552	3.50023	6.36895	5.59981	3.72193	2.9386	3.35754	5.64878	6.07807	5.5426	5.27333	3.40882	5.03785	4.48509	3.41218	4.16012	2.92801	4.99338	5.94658	4.63119	5.18976	4.80727	6.11097	3.95361	3.28586	3.19615	4.6781	4.73684	1	0
1.29673	3.65657	3.83648	3.01147	3.48389	4.33054	3.27031	1.58852	5.60272	4.31596	7.81196	8.99005	5.67117	5.93651	8.00845	30.23136	3.55587	6.45006	4.34196	7.18695	1.21043	3.67124	4.20527	3.02447	4.28741	6.555	3.4988	1.57894	5.9816	4.35058	2.76305	3.87613	4.06772	2.98656	3.24694	4.53768	3.26236	4.71394	5.27413	4.51126	1.50245	4.50297	3.72555	4.13765	3.64158	4.30508	3.9572	2.01758	5.68994	4.98692	1	0
5.69123	3.85109	4.14442	3.86764	3.97584	4.83558	2.7587	3.00739	4.64794	3.51155	12.02822	7.25978	5.78272	31.58306	3.16554	7.1164	15.81234	13.05065	1.51983	51.4564	7.61829	3.94645	4.41993	4.03427	5.10615	5.85272	3.13318	3.40405	5.37819	7.67622	5.74011	5.06945	4.38098	3.87578	3.86397	5.44433	2.85504	3.43828	4.53907	3.83679	5.24416	3.87708	4.86927	4.29443	3.95228	4.77959	2.71622	2.87958	4.38005	3.52875	1	0
5.78416	6.04931	3.88671	4.1114	3.80055	4.35247	0.72963	5.32987	4.33239	5.09372	27.08767	31.35463	1.45731	8.59139	3.08544	4.17625	8.94686	21.2094	7.25262	2.52141	5.43861	7.88544	4.70337	4.59914	3.56019	5.23928	1.82823	5.54678	4.61549	5.31156	5.61862	6.93047	4.6538	4.08396	3.65877	4.04243	1.16306	5.09391	5.58255	6.80336	7.04299	5.8617	6.3302	5.41473	4.15594	5.59017	1.30536	5.24464	4.07612	4.96166	1	0
2.35486	4.06072	3.90482	2.39774	4.38672	3.85178	5.46822	5.63238	4.11646	5.66462	1.36735	4.27037	14.2845	7.52745	3.36103	0.44153	33.71071	9.10856	15.54683	8.85482	2.39017	4.17161	4.08562	2.28753	4.56776	4.06556	5.62643	5.48376	4.07833	5.22076	3.04045	3.85067	6.89634	2.30882	5.57557	4.87375	5.59372	5.21022	4.07173	6.01311	2.21746	4.43991	4.22571	2.93393	4.0394	3.72851	5.95218	8.99254	5.93938	5.251	1	0
4.50524	4.62273	2.83	4.07379	3.47084	5.49992	3.55735	4.51312	4.45096	2.07052	9.74596	16.36905	4.2358	27.48619	0.68388	8.81545	12.32633	11.5273	1.91527	23.34389	5.33047	4.4685	3.94629	4.05459	3.24351	5.80797	9.50721	4.3552	4.48816	2.48941	8.13711	5.10805	3.06059	4.5282	5.27849	5.78289	3.91689	5.9727	5.53019	2.67966	4.47983	4.46498	2.97833	6.04808	4.22189	5.28954	3.98876	4.17617	6.4648	2.87319	1	0
4.77965	5.19834	3.70826	0.6642	3.48322	4.60559	5.27282	4.37058	1.82488	5.95543	7.87158	4.53807	7.62589	16.4124	9.6545	4.62139	12.75787	11.40168	1.32862	23.81832	5.4402	4.95177	3.80302	1.34868	3.83651	4.30023	4.92083	6.829	3.20624	5.79034	4.78697	5.1467	5.322	2.08516	3.47626	5.0785	6.46436	4.64005	2.53343	6.10445	4.8644	6.07909	4.7971	0.70499	3.68721	4.28944	5.73562	9.84951	1.72782	5.621	1	0
3.25246	4.0477	4.63479	3.407	2.72087	4.48576	4.56638	3.10227	3.69989	2.41747	2.60172	18.73592	11.00316	13.34271	0.73681	2.49713	41.31038	0.63507	0.00254	29.09654	3.03381	4.4401	5.40455	3.45575	3.97887	4.40109	5.19684	4.49516	4.25939	2.73502	7.76462	5.82527	4.61037	3.16507	3.77586	7.70581	4.61338	3.85441	3.51255	3.80131	5.19519	4.9546	5.48869	3.17222	2.62914	6.23279	5.19023	4.8191	3.62963	3.11797	1	0
3.64821	3.22294	3.80256	3.32399	4.37291	4.52544	3.23141	3.48922	5.22284	2.12983	12.71235	4.01799	42.09417	0.12818	3.50191	0.03456	3.82651	1.85596	16.06269	4.45447	3.36931	3.268	4.40215	3.07022	4.2481	4.38124	4.4214	4.10924	4.85282	3.47438	7.87809	3.14197	4.88069	3.22832	4.17767	4.478	3.97256	3.48069	7.32843	2.69626	3.98169	3.11692	3.83337	6.23746	5.04073	4.33147	5.46274	3.84248	4.94864	2.33984	1	0
