i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i31	i32	i33	i34	i35	i36	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i47	i48	i49	i50	!ho	!h1
0.94024	0.96944	0.8542	0.77139	0.81407	0.54835	0.98011	0.8443	0.77366	0.93412	0.2784	0.4186	0.81213	0.12683	0.10627	0.00804	0.49833	0.44094	0.95463	0.75721	0.65991	0.74316	0.4848	0.45449	0.77336	0.63845	0.4527	0.56731	0.43206	0.51922	0.47713	0.4415	0.4279	0.78773	0.79775	0.46627	0.81564	0.84142	0.60746	0.65452	0.47433	0.4939	0.74773	0.67879	0.71333	0.40813	0.66341	0.69427	0.59345	0.75256	1	0
0.91869	0.99444	0.50296	0.96207	0.52012	0.79828	0.56	0.62784	0.93342	0.96463	0.75287	0.29708	0.10578	0.16216	0.8598	0.37653	0.9353	0.41283	0.20697	0.11929	0.83145	0.49313	0.6589	0.60376	0.61143	0.45586	0.62894	0.63689	0.83796	0.71789	0.59448	0.73402	0.64272	0.37795	0.64641	0.80198	0.65422	0.53242	0.56953	0.5207	0.62866	0.67664	0.48201	0.63151	0.48907	0.8542	0.45493	0.52819	0.80068	0.46556	1	0
0.67038	0.69268	0.95422	0.63108	0.95532	0.92803	0.73817	0.94998	0.51174	0.74405	0.08308	0.62378	0.875	0.0083	0.6704	0.84899	0.04301	0.21282	0.59787	0.07698	0.94095	0.71138	0.8952	0.8339	0.70642	0.89214	0.72425	0.72421	0.79251	0.75364	0.74101	0.82996	0.76164	0.93411	0.70353	0.76666	0.75679	0.73414	0.71468	0.73278	0.91423	0.74808	0.9173	0.88222	0.83818	0.74594	0.76307	0.7957	0.73154	0.82125	1	0
0.63828	0.52988	0.72108	0.85713	0.9476	0.74934	0.64341	0.94847	0.84829	0.92466	0.80249	0.60443	0.87946	0.34379	0.53193	0.72537	0.7749	0.08605	0.63793	0.28299	0.60649	0.80857	0.67891	0.7145	0.80322	0.91271	0.8179	0.61429	0.64416	0.54049	0.71838	0.66021	0.63996	0.75344	0.76689	0.62635	0.94921	0.95922	0.70934	0.71609	0.54667	0.75942	0.77893	0.91533	0.68588	0.78154	0.70019	0.92158	0.74809	0.94723	1	0
0.77846	0.57513	0.77437	0.92488	0.59684	0.99851	0.81204	0.94438	0.91668	0.89965	0.62427	0.00344	0.78172	0.5641	0.30174	0.88207	0.1783	0.10813	0.91165	0.2023	0.73973	0.58106	0.85343	0.771	0.52323	0.47688	0.79766	0.84839	0.83403	0.97319	0.78723	0.93803	0.94821	0.55825	0.45804	0.84784	0.68285	0.44745	0.70289	0.67176	0.94341	0.80931	0.65138	0.53987	0.48144	0.89087	0.54525	0.55368	0.92352	0.6727	1	0
0.93459	0.60956	0.94462	0.95575	0.73341	0.8704	0.87817	0.6836	0.9036	0.84432	0.41533	0.0389	0.32025	0.02405	0.14272	0.47576	0.2683	0.09917	0.91039	0.01087	0.71495	0.55611	0.8539	0.71577	0.69007	0.7272	0.74172	0.89824	0.63388	0.83102	0.85448	0.74817	0.7411	0.77149	0.72608	0.90224	0.69212	0.58297	0.57771	0.68283	0.90341	0.66889	0.78771	0.72619	0.78995	0.68186	0.57561	0.79147	0.71267	0.69351	1	0
0.52979	0.63288	0.84755	0.82897	0.73077	0.52383	0.5984	0.55314	0.71552	0.96033	0.65214	0.86541	0.82606	0.44083	0.03622	0.97153	0.17145	0.41804	0.70332	0.85446	0.44463	0.63349	0.51698	0.44657	0.59879	0.58339	0.58692	0.53352	0.44187	0.50354	0.56479	0.56218	0.55508	0.67359	0.63766	0.54205	0.54169	0.55489	0.55033	0.60354	0.40293	0.41629	0.60018	0.66847	0.7629	0.46604	0.80279	0.68028	0.45023	0.58453	1	0
0.89542	0.88427	0.77791	0.61962	0.96788	0.60568	0.52435	0.73008	0.93169	0.58048	0.59717	0.73448	0.54434	0.88621	0.78813	0.00748	0.3966	0.48463	0.70455	0.65554	0.49863	0.82497	0.65134	0.62247	0.74166	0.86828	0.52562	0.63436	0.6434	0.43953	0.57343	0.49813	0.53384	0.73534	0.71313	0.47137	0.80198	0.8522	0.69764	0.72331	0.50108	0.55201	0.95702	0.72988	0.87846	0.58144	0.92111	0.96165	0.60565	0.88425	1	0
0.86779	0.81362	0.65902	0.70867	0.6364	0.58981	0.97776	0.61894	0.93958	0.58601	0.89471	0.89697	0.83905	0.53378	0.85212	0.12886	0.95216	0.75961	0.94569	0.31928	0.45436	0.50898	0.50037	0.62378	0.5018	0.73488	0.58538	0.45927	0.62046	0.55593	0.48529	0.50462	0.67353	0.67741	0.70532	0.60268	0.47804	0.54045	0.71206	0.6461	0.47814	0.60231	0.70072	0.71145	0.67665	0.52217	0.60722	0.59871	0.58113	0.71318	1	0
0.51022	0.55384	0.59707	0.86621	0.58503	0.91959	0.85408	0.69177	0.81419	0.87363	0.08013	0.00244	0.47181	0.27576	0.81238	0.87219	0.17816	0.91591	0.05613	0.35248	0.84004	0.60046	0.91052	0.81481	0.49857	0.523	0.9253	0.8396	0.82878	0.76606	0.92103	0.89978	0.70245	0.59463	0.56971	0.75591	0.64725	0.57354	0.48766	0.69083	0.92075	0.71034	0.57268	0.44744	0.67928	0.78872	0.48611	0.68514	0.83247	0.61818	1	0
0.74143	0.8056	0.51345	0.8425	0.95609	0.66267	0.87109	0.94179	0.83935	0.66339	0.40179	0.83803	0.08731	0.71912	0.54093	0.90296	0.39913	0.38135	0.54441	0.17744	0.65118	0.7339	0.61282	0.72627	0.79959	0.76098	0.60866	0.64114	0.69567	0.67954	0.61412	0.5919	0.61048	0.78084	0.92406	0.62222	0.961	0.8468	0.87444	0.91506	0.5292	0.71158	0.69237	0.88439	0.93456	0.52405	0.9412	0.79369	0.72386	0.74643	1	0
0.58201	0.52675	0.95232	0.64928	0.60588	0.54976	0.67188	0.99279	0.93085	0.58566	0.11817	0.83795	0.65522	0.16764	0.84267	0.75032	0.68316	0.81548	0.38837	0.57667	0.5137	0.49871	0.57362	0.57398	0.53414	0.45903	0.59755	0.42372	0.62312	0.53864	0.61908	0.45101	0.52912	0.66019	0.6804	0.3979	0.65131	0.62575	0.64311	0.67216	0.43934	0.4153	0.49415	0.52313	0.67785	0.44882	0.52779	0.69505	0.50548	0.58036	1	0
0.86843	0.61998	0.92266	0.82181	0.89646	0.90262	0.69064	0.86886	0.6783	0.7503	0.3389	0.85766	0.02053	0.54404	0.79646	0.69348	0.60038	0.80157	0.8465	0.43305	0.77468	0.71594	0.87008	0.86699	0.68477	0.68647	0.7247	0.76786	0.69817	0.85267	0.81115	0.79117	0.6858	0.6909	0.74906	0.77813	0.72451	0.66675	0.8321	0.71426	0.81059	0.79236	0.79568	0.71769	0.89186	0.83962	0.8431	0.91593	0.78474	0.76817	1	0
0.86846	0.87905	0.58681	0.87046	0.71731	0.90644	0.6333	0.64143	0.62496	0.87884	0.21882	0.4814	0.44958	0.47648	0.69263	0.75562	0.46737	0.12843	0.49224	0.91864	0.82774	0.60574	0.80755	0.79205	0.77342	0.61029	0.76248	0.93113	0.74247	0.83976	0.88156	0.76534	0.85721	0.57769	0.64318	0.8902	0.72891	0.73166	0.77021	0.7242	0.84915	0.74606	0.6698	0.72363	0.73121	0.6784	0.64484	0.60333	0.66224	0.54849	1	0
0.79481	0.64573	0.52629	0.57803	0.80937	0.96077	0.7889	0.9582	0.67652	0.7496	0.17625	0.36102	0.32108	0.47523	0.14289	0.78044	0.13988	0.51472	0.75808	0.95042	0.79155	0.81657	0.72314	0.81545	0.85549	0.73983	0.86716	0.85867	0.77495	0.94967	0.88359	0.77075	0.70885	0.7629	0.65849	0.92615	0.63582	0.6894	0.85092	0.69686	0.82233	0.7775	0.64364	0.72943	0.7497	0.71374	0.73115	0.84381	0.70264	0.70765	1	0
0.95392	0.56998	0.61604	0.66873	0.77043	0.63322	0.63053	0.88822	0.64341	0.51318	0.07228	0.10217	0.33551	0.99539	0.0988	0.15538	0.41873	0.00958	0.01335	0.08475	0.5825	0.67684	0.66988	0.73288	0.79286	0.71608	0.62424	0.7112	0.5637	0.60495	0.49714	0.50955	0.72184	0.79293	0.564	0.51911	0.80503	0.66753	0.72084	0.70443	0.47011	0.69239	0.80213	0.58391	0.83261	0.65441	0.78312	0.6574	0.6964	0.64167	1	0
0.95048	0.82423	0.97632	0.67535	0.52916	0.91435	0.51167	0.9928	0.97712	0.82811	0.77609	0.82754	0.45364	0.58224	0.77961	0.91928	0.65768	0.20394	0.55252	0.54083	0.73659	0.65529	0.78536	0.82668	0.479	0.5276	0.93777	0.67036	0.80107	0.71207	0.83261	0.77299	0.91736	0.52592	0.63193	0.77767	0.39194	0.39365	0.64066	0.42712	0.85783	0.88858	0.53826	0.50161	0.38874	0.91352	0.63373	0.54379	0.92135	0.39286	1	0
0.77083	0.97663	0.96651	0.78294	0.85677	0.91469	0.98793	0.55697	0.61129	0.64735	0.47416	0.79924	0.37467	0.80531	0.17839	0.93726	0.29119	0.15854	0.06838	0.67198	0.92856	0.85436	0.84703	0.7618	0.87908	0.66021	0.66675	0.66634	0.85037	0.67718	0.71699	0.77634	0.70654	0.76049	0.75323	0.74529	0.8099	0.72971	0.87272	0.65352	0.88376	0.79992	0.68752	0.68233	0.61764	0.82167	0.86474	0.79472	0.91779	0.68969	1	0
0.812	0.86119	0.54266	0.95489	0.53695	0.65873	0.65342	0.50354	0.92189	0.90638	0.20066	0.58362	0.99947	0.94434	0.57289	0.48345	0.74936	0.03189	0.61383	0.35649	0.66918	0.65719	0.58209	0.6612	0.52952	0.59313	0.71275	0.6354	0.68127	0.54669	0.52377	0.70317	0.55006	0.56434	0.60472	0.68448	0.58765	0.64972	0.59681	0.41077	0.61223	0.6508	0.53628	0.60682	0.58904	0.55274	0.39045	0.45857	0.56402	0.61451	1	0
0.93239	0.84047	0.77721	0.94337	0.72739	0.90294	0.69369	0.63012	0.64547	0.74213	0.9288	0.2909	0.01301	0.11599	0.98815	0.40426	0.26884	0.65378	0.84946	0.45181	0.71513	0.60111	0.83778	0.70338	0.5559	0.64814	0.7472	0.68533	0.91412	0.67972	0.83333	0.8213	0.80597	0.75344	0.6206	0.78346	0.52691	0.73739	0.54055	0.5805	0.8636	0.82333	0.70129	0.76171	0.72185	0.8674	0.57706	0.63628	0.85988	0.69553	1	0
0.54884	0.79936	0.5589	0.53395	0.9043	0.93942	0.77814	0.9826	0.53927	0.74558	0.63676	0.7726	0.52066	0.52906	0.48846	0.47008	0.53362	0.86047	0.44748	0.91803	0.94911	0.88155	0.91834	0.91963	0.89838	0.90349	0.82728	0.68247	0.78166	0.76618	0.68379	0.71145	0.85658	0.78634	0.69113	0.67892	0.81805	0.8914	0.86316	0.83311	0.71579	0.7385	0.77576	0.75613	0.89809	0.80012	0.67118	0.71442	0.88861	0.72789	1	0
0.74101	0.563	0.51169	0.62293	0.64479	0.9861	0.85591	0.64545	0.82371	0.65992	0.89189	0.7961	0.36511	0.92343	0.93378	0.06479	0.23267	0.94186	0.01688	0.61955	0.82149	0.56838	0.97394	0.96733	0.56562	0.73636	0.87634	0.90198	0.91031	0.72636	0.7208	0.98749	0.90534	0.5472	0.57992	0.97141	0.66987	0.72387	0.63452	0.73077	0.85408	0.91838	0.58666	0.62723	0.4708	0.94253	0.62557	0.68367	0.83877	0.54027	1	0
0.70034	0.91981	0.97922	0.67881	0.62941	0.59962	0.81302	0.96165	0.78025	0.99488	0.87171	0.75934	0.84418	0.13914	0.72086	0.24592	0.40649	0.28464	0.73905	0.91273	0.59133	0.72135	0.43794	0.53554	0.56129	0.4846	0.44557	0.64366	0.47483	0.55942	0.71135	0.69933	0.49185	0.60339	0.55615	0.47624	0.54295	0.60315	0.49928	0.57922	0.62115	0.49519	0.54961	0.46359	0.67157	0.6932	0.69341	0.46812	0.49593	0.72366	1	0
0.84946	0.60999	0.96358	0.98277	0.96918	0.57789	0.60145	0.52313	0.54862	0.70052	0.60594	0.15388	0.67251	0.39123	0.45741	0.4613	0.68511	0.23452	0.51187	0.14858	0.60409	0.71167	0.62754	0.45444	0.69794	0.83878	0.67952	0.68769	0.48133	0.44346	0.60601	0.69215	0.46087	0.96504	0.93489	0.64494	0.79198	0.84809	0.83669	0.79591	0.43753	0.6256	0.70526	0.90889	0.75938	0.59084	0.80338	0.94319	0.50654	0.90415	1	0
0.73509	0.65751	0.6931	0.6669	0.97785	0.95134	0.55709	0.93528	0.58002	0.66114	0.90184	0.95252	0.19442	0.78914	0.26388	0.79762	0.46658	0.85336	0.61838	0.85574	0.90272	0.91493	0.75519	0.87932	0.91794	0.80376	0.89611	0.71749	0.92797	0.80497	0.95176	0.87343	0.87004	0.72034	0.74008	0.83575	0.77711	0.91131	0.81153	0.90682	0.95601	0.71993	0.91263	0.97304	0.72422	0.70785	0.72861	0.73335	0.92489	0.81995	1	0
0.69254	0.70987	0.57267	0.92601	0.75786	0.99724	0.98127	0.53721	0.98181	0.75762	0.14392	0.76852	0.66785	0.8679	0.28353	0.27697	0.42601	0.86192	0.67262	0.02585	0.8596	0.81619	0.91386	0.84217	0.58372	0.77546	0.80136	0.86436	0.76933	0.98606	0.99568	0.9119	0.87307	0.64153	0.81035	0.83209	0.5543	0.61113	0.79486	0.68259	0.97593	0.7504	0.77068	0.80812	0.75157	0.82124	0.55233	0.71953	0.94656	0.7865	1	0
0.62676	0.66589	0.58765	0.93309	0.60839	0.96724	0.50535	0.83889	0.80373	0.98979	0.08227	0.56395	0.84965	0.94178	0.35709	0.0491	0.62604	0.36849	0.37651	0.18297	0.96866	0.45122	0.80203	0.83188	0.4842	0.62169	0.84555	0.88045	0.71107	0.95269	0.97014	0.72001	0.70305	0.71721	0.4757	0.83115	0.48634	0.54827	0.56145	0.55683	0.86243	0.90721	0.46167	0.51775	0.44419	0.79562	0.47152	0.46185	0.79237	0.5523	1	0
0.95419	0.81901	0.90185	0.75861	0.99465	0.63748	0.66349	0.79046	0.82953	0.70082	0.91167	0.9957	0.89344	0.86212	0.01537	0.16078	0.02787	0.61583	0.16062	0.32803	0.55924	0.98971	0.70231	0.71906	0.94555	0.99233	0.64515	0.49067	0.50983	0.56573	0.69188	0.46269	0.67086	0.7957	0.74113	0.6501	0.77182	0.86031	0.88307	0.87681	0.62882	0.52213	0.96747	0.89558	0.75215	0.64925	0.77814	0.95772	0.4909	0.81903	1	0
0.80412	0.5676	0.83126	0.6728	0.50057	0.97799	0.98444	0.56448	0.52985	0.51854	0.32353	0.44003	0.24476	0.70059	0.16553	0.12767	0.07223	0.97265	0.77941	0.83701	0.90396	0.43865	0.70757	0.93674	0.5613	0.46173	0.8301	0.95125	0.71391	0.77027	0.81062	0.88321	0.8548	0.52145	0.56007	0.81789	0.46685	0.48494	0.60384	0.44814	0.77784	0.81028	0.41211	0.43916	0.57208	0.79993	0.41265	0.36928	0.73584	0.61243	1	0
0.65108	0.98139	0.67911	0.64688	0.57912	0.78743	0.89281	0.64182	0.58917	0.75806	0.40053	0.79999	0.84041	0.99665	0.52591	0.06496	0.30483	0.53512	0.15403	0.38608	0.6029	0.60583	0.60441	0.82226	0.69225	0.68369	0.78672	0.74	0.79219	0.81323	0.83362	0.84692	0.77366	0.57173	0.54773	0.63284	0.64383	0.4382	0.52161	0.41826	0.56914	0.5967	0.67486	0.54351	0.5135	0.69582	0.6545	0.5357	0.76962	0.69115	1	0
0.72803	0.78364	0.78952	0.50384	0.69266	0.51596	0.58791	0.60698	0.80423	0.58926	0.30121	0.11966	0.33766	0.49914	0.68642	0.82897	0.24762	0.81814	0.34022	0.7496	0.48982	0.6075	0.42132	0.58445	0.55271	0.51186	0.50758	0.40969	0.64718	0.45294	0.58468	0.47231	0.42501	0.59732	0.60196	0.44608	0.77753	0.68774	0.66084	0.50115	0.45435	0.63813	0.55111	0.49888	0.69031	0.6312	0.63945	0.64373	0.59697	0.71992	1	0
0.53965	0.78622	0.55177	0.62885	0.73077	0.52236	0.70689	0.72792	0.7289	0.87535	0.56698	0.46987	0.28419	0.20699	0.46329	0.73529	0.14242	0.50748	0.0559	0.0752	0.39767	0.62179	0.54932	0.37836	0.74554	0.63683	0.40568	0.61836	0.42339	0.5036	0.60532	0.42253	0.61076	0.64323	0.63661	0.63721	0.59757	0.68368	0.59992	0.71589	0.46379	0.6555	0.74247	0.57013	0.80072	0.62398	0.73482	0.73769	0.65044	0.55097	1	0
0.56506	0.87653	0.60947	0.7457	0.81035	0.54884	0.90401	0.55583	0.67214	0.9022	0.35562	0.84195	0.79055	0.53395	0.11235	0.01311	0.664	0.51	0.62771	0.52922	0.53343	0.79976	0.40299	0.45024	0.81106	0.75864	0.59764	0.4645	0.47931	0.64067	0.43347	0.59463	0.51038	0.77059	0.72198	0.52486	0.6138	0.70187	0.68139	0.62974	0.52364	0.53999	0.65843	0.74842	0.63165	0.41017	0.72568	0.68986	0.41626	0.76929	1	0
0.70188	0.97692	0.55097	0.6262	0.91762	0.9911	0.97884	0.5927	0.67635	0.77201	0.84221	0.30152	0.89924	0.20886	0.72412	0.27932	0.00898	0.42014	0.23456	0.30325	0.76151	0.80396	0.84735	0.94215	0.84923	0.77012	0.91046	0.96483	0.79455	0.89161	0.79188	0.77963	0.71978	0.92273	0.85991	0.74291	0.8052	0.80434	0.85425	0.73295	0.83831	0.90715	0.92348	0.83208	0.85942	0.90446	0.73926	0.66138	0.9517	0.76592	1	0
0.78988	0.96207	0.82184	0.70932	0.9875	0.88285	0.92596	0.74903	0.55698	0.67065	0.208	0.1032	0.13083	0.12909	0.00592	0.1495	0.18623	0.90267	0.00249	0.59879	0.83131	0.92488	0.71719	0.91101	0.77148	0.91248	0.79222	0.65949	0.69234	0.72936	0.70591	0.82045	0.85795	0.9316	0.76891	0.64391	0.7749	0.7147	0.74715	0.75043	0.75144	0.85161	0.91968	0.96072	0.81137	0.72077	0.90551	0.81921	0.71195	0.89103	1	0
0.95363	0.72196	0.98497	0.62912	0.67965	0.5609	0.86541	0.76428	0.67955	0.60228	0.20311	0.55198	0.72603	0.83377	0.32651	0.18056	0.94654	0.34325	0.52858	0.92531	0.6293	0.73778	0.64767	0.6	0.66099	0.75709	0.4268	0.66982	0.47941	0.58483	0.50593	0.51087	0.51728	0.72978	0.63406	0.56021	0.6081	0.62241	0.67356	0.56838	0.56674	0.44076	0.58715	0.74207	0.68706	0.54054	0.7397	0.54134	0.62278	0.53172	1	0
0.72332	0.72063	0.51687	0.72641	0.67553	0.87298	0.63409	0.71271	0.80842	0.96655	0.76044	0.92753	0.6741	0.16005	0.44943	0.54135	0.03721	0.90549	0.88766	0.14401	0.82159	0.75262	0.90797	0.69959	0.62405	0.51246	0.83809	0.6965	0.78604	0.79631	0.88337	0.69361	0.75202	0.51709	0.52146	0.88667	0.56969	0.65846	0.55377	0.51016	0.85278	0.84506	0.63081	0.73489	0.54165	0.85183	0.67743	0.61118	0.84841	0.73751	1	0
0.88828	0.76851	0.59628	0.58299	0.6106	0.58865	0.87914	0.74074	0.63601	0.82617	0.59042	0.37129	0.97819	0.16915	0.65104	0.4663	0.03668	0.3826	0.62746	0.66464	0.48392	0.5672	0.60407	0.69897	0.61212	0.51719	0.60324	0.59447	0.51877	0.64438	0.54896	0.56219	0.64199	0.59856	0.47299	0.57748	0.54766	0.61265	0.65489	0.69697	0.63605	0.46899	0.67938	0.67683	0.49598	0.51453	0.53669	0.69424	0.62755	0.69461	1	0
0.66179	0.6849	0.62851	0.73792	0.51744	0.90638	0.87225	0.69975	0.90436	0.8456	0.8968	0.20266	0.63504	0.51436	0.67591	0.67627	0.5585	0.49344	0.92945	0.17055	0.71205	0.58473	0.79978	0.83795	0.53092	0.62094	0.84023	0.82778	0.70202	0.66397	0.93251	0.87625	0.84467	0.62487	0.47435	0.73347	0.46896	0.55529	0.57771	0.55582	0.76371	0.77536	0.56231	0.62716	0.47138	0.75927	0.54774	0.58824	0.87299	0.52173	1	0
0.98238	0.97263	0.8078	0.89237	0.88685	0.67111	0.55614	0.83374	0.55	0.86598	0.40572	0.96808	0.65217	0.63116	0.1826	0.49477	0.3028	0.1009	0.74149	0.85599	0.53827	0.67098	0.66822	0.73689	0.79624	0.74682	0.51264	0.67649	0.49508	0.74693	0.58253	0.56364	0.60074	0.66858	0.84752	0.61881	0.7913	0.90135	0.64059	0.84271	0.75422	0.66198	0.6751	0.75325	0.87336	0.54225	0.86806	0.76688	0.69717	0.85843	1	0
0.85198	0.82977	0.98347	0.74365	0.77879	0.97738	0.97271	0.99738	0.93209	0.64202	0.13915	0.91096	0.92537	0.1311	0.67045	0.3017	0.94458	0.53466	0.12369	0.54127	0.84136	0.56904	0.73227	0.76155	0.70135	0.75957	0.73112	0.96111	0.86994	0.78854	0.9273	0.74771	0.93339	0.81579	0.82281	0.82978	0.67143	0.83945	0.67132	0.835	0.96129	0.73763	0.77081	0.8308	0.80308	0.78448	0.81748	0.82369	0.71399	0.69106	1	0
0.89123	0.61557	0.66722	0.53595	0.65783	0.91856	0.94467	0.99088	0.85991	0.81846	0.24169	0.92109	0.45241	0.82353	0.42449	0.76936	0.1949	0.16077	0.39272	0.99435	0.82481	0.63828	0.69227	0.69126	0.49631	0.7017	0.72372	0.75598	0.75698	0.92579	0.82154	0.7772	0.86423	0.73968	0.48098	0.76685	0.57315	0.70896	0.69045	0.66253	0.87066	0.84967	0.57998	0.68339	0.64238	0.71487	0.48688	0.72555	0.90333	0.57923	1	0
0.84466	0.64538	0.94076	0.88634	0.86533	0.93581	0.78251	0.75673	0.97526	0.56287	0.28836	0.01578	0.01553	0.43189	0.97411	0.50708	0.59406	0.95307	0.31952	0.72421	0.69605	0.68423	0.79212	0.72476	0.69321	0.67199	0.8634	0.91091	0.72412	0.90055	0.79951	0.75257	0.7657	0.71149	0.7171	0.76583	0.66292	0.78162	0.80921	0.62718	0.77386	0.7954	0.73927	0.78494	0.66473	0.93475	0.69921	0.67227	0.81864	0.87163	1	0
0.79896	0.81448	0.70226	0.51448	0.6389	0.73715	0.68258	0.86392	0.98539	0.91149	0.873	0.79937	0.01102	0.56569	0.9546	0.18841	0.3617	0.82361	0.41346	0.47483	0.67237	0.72978	0.66852	0.59846	0.55706	0.73182	0.67194	0.7798	0.7144	0.57722	0.59756	0.78626	0.56322	0.61355	0.73041	0.68374	0.59818	0.72404	0.54177	0.65661	0.76089	0.72207	0.51649	0.69631	0.63007	0.7992	0.48192	0.48036	0.56541	0.46843	1	0
0.63809	0.91842	0.60552	0.8151	0.95833	0.95121	0.83626	0.50355	0.60816	0.67792	0.84009	0.77655	0.32795	0.9411	0.83088	0.46645	0.08213	0.28984	0.68728	0.00367	0.95739	0.72945	0.70918	0.88143	0.93657	0.93305	0.94576	0.72452	0.85376	0.91091	0.90377	0.80303	0.72505	0.73753	0.96243	0.88832	0.74929	0.72731	0.93185	0.8831	0.92518	0.76573	0.72958	0.95694	0.73458	0.76546	0.885	0.79225	0.70445	0.77311	1	0
0.68043	0.61908	0.50255	0.68959	0.84041	0.66635	0.7168	0.56677	0.73977	0.89414	0.68581	0.61349	0.53183	0.84681	0.76614	0.60259	0.32666	0.41064	0.23565	0.5058	0.70906	0.61855	0.74652	0.70518	0.70826	0.77068	0.66428	0.55799	0.59617	0.5209	0.52713	0.5707	0.72899	0.61285	0.70592	0.54548	0.72166	0.62095	0.61105	0.69145	0.62008	0.71055	0.70293	0.63175	0.82483	0.5103	0.71183	0.83258	0.6617	0.85129	1	0
0.97455	0.58216	0.83325	0.69494	0.55487	0.65683	0.73932	0.58986	0.77238	0.78478	0.91324	0.8912	0.12174	0.13164	0.14663	0.79925	0.76574	0.23115	0.42324	0.29584	0.54864	0.45201	0.61153	0.6061	0.44155	0.43234	0.49596	0.68706	0.62576	0.51816	0.58259	0.61581	0.7122	0.40442	0.55838	0.61712	0.46872	0.43197	0.42234	0.65758	0.62971	0.48082	0.58279	0.49107	0.48501	0.66442	0.65501	0.4035	0.67284	0.53419	1	0
0.84266	0.65112	0.73207	0.63408	0.65021	0.69174	0.75242	0.70915	0.60541	0.80921	0.49266	0.56648	0.61957	0.16638	0.14423	0.96489	0.85158	0.50138	0.84234	0.11148	0.69328	0.7018	0.73389	0.5017	0.53418	0.52566	0.53772	0.65338	0.69871	0.57154	0.62742	0.55674	0.73226	0.51432	0.74013	0.66162	0.6968	0.68306	0.51527	0.64689	0.63987	0.49996	0.67318	0.67609	0.69478	0.50658	0.62765	0.61668	0.50425	0.61154	1	0
0.80325	0.57912	0.51358	0.60758	0.97749	0.59641	0.65631	0.51545	0.84466	0.64276	0.07129	0.04894	0.39069	0.6575	0.54488	0.88046	0.69451	0.17589	0.96095	0.45413	0.55604	0.84237	0.57693	0.52055	0.711	0.81872	0.48303	0.52622	0.54617	0.61868	0.70374	0.50628	0.6776	0.91906	0.9605	0.63864	0.80046	0.70773	0.7485	0.78644	0.44431	0.47057	0.85244	0.7168	0.76439	0.57193	0.70641	0.96261	0.54265	0.76757	1	0
0.71931	0.51915	0.97574	0.83942	0.86657	0.50169	0.95204	0.68927	0.75061	0.52141	0.07901	0.4106	0.045	0.08096	0.90255	0.1459	0.77889	0.11707	0.66275	0.24463	0.41283	0.8279	0.50592	0.43118	0.74307	0.75291	0.57606	0.6348	0.40348	0.45749	0.63173	0.43785	0.43553	0.63952	0.78824	0.60791	0.80266	0.84542	0.87809	0.7179	0.38161	0.6217	0.72436	0.79255	0.742	0.48443	0.81192	0.76768	0.60868	0.77862	1	0
0.84116	0.56893	0.67815	0.83344	0.74761	0.63422	0.82189	0.70366	0.84688	0.68876	0.87348	0.72052	0.34742	0.04383	0.99413	0.19748	0.12705	0.26548	0.45893	0.04262	0.59992	0.7611	0.66375	0.69391	0.68259	0.77199	0.68878	0.67667	0.66237	0.65268	0.56475	0.58572	0.66269	0.64521	0.70356	0.6418	0.78723	0.80639	0.661	0.64356	0.59037	0.52689	0.74454	0.54779	0.59372	0.72012	0.67784	0.69488	0.61993	0.81749	1	0
0.63373	0.56177	0.84696	0.79116	0.69003	0.67183	0.50347	0.67948	0.76112	0.72689	0.41313	0.90655	0.68078	0.13787	0.82438	0.56273	0.16104	0.77729	0.13732	0.37489	0.61805	0.6169	0.67191	0.73257	0.50739	0.50103	0.59501	0.73166	0.5656	0.60219	0.71299	0.66276	0.74753	0.5235	0.66488	0.57086	0.62789	0.50228	0.66203	0.76286	0.52637	0.55384	0.74088	0.69151	0.63004	0.54066	0.57148	0.54275	0.5049	0.63405	1	0
0.71442	0.72541	0.65429	0.70139	0.80122	0.73908	0.54894	0.90295	0.81629	0.73745	0.02766	0.92806	0.80345	0.42291	0.31663	0.00538	0.16392	0.68913	0.2764	0.65321	0.7177	0.70838	0.5694	0.74439	0.74097	0.58608	0.6953	0.61764	0.64586	0.76061	0.75047	0.66377	0.78082	0.68337	0.74818	0.68481	0.67948	0.72293	0.77034	0.62777	0.78401	0.79667	0.81354	0.73285	0.78735	0.78425	0.79649	0.72882	0.67179	0.76026	1	0
0.64794	0.75063	0.55632	0.67349	0.61161	0.88379	0.88338	0.80147	0.59622	0.88798	0.18708	0.58149	0.8165	0.91866	0.87014	0.26737	0.67639	0.75364	0.60909	0.31603	0.6995	0.67492	0.83241	0.81232	0.68319	0.58359	0.80942	0.88073	0.69607	0.81466	0.72266	0.68538	0.78106	0.44092	0.63806	0.91355	0.57485	0.51732	0.54247	0.47125	0.88631	0.73366	0.52176	0.5795	0.65807	0.87234	0.71371	0.67697	0.70846	0.6022	1	0
